ID,School Name,School Address,Boundary grades,geometry
609674,CHICAGO VOCATIONAL HS,"2100 E 87th St  Chicago, IL 60617","_9, 10, 11, 12","<Polygon><outerBoundaryIs><LinearRing><coordinates>-87.544409,41.752078,0.0 -87.544403,41.752078,0.0 -87.54307,41.752084,0.0 -87.54332,41.752229,0.0 -87.544203,41.75428,0.0 -87.544095,41.754826,0.0 -87.543899,41.75505,0.0 -87.543928,41.755279,0.0 -87.541059,41.75701,0.0 -87.540786,41.757129,0.0 -87.540611,41.757254,0.0 -87.540631,41.757333,0.0 -87.541154,41.757802,0.0 -87.541382,41.757844,0.0 -87.541655,41.757832,0.0 -87.542605,41.75872,0.0 -87.542506,41.758938,0.0 -87.542543,41.759174,0.0 -87.543082,41.759699,0.0 -87.54328,41.759742,0.0 -87.544382,41.760711,0.0 -87.546502,41.760681,0.0 -87.54651,41.760636,0.0 -87.546449,41.760623,0.0 -87.545063,41.760628,0.0 -87.545248,41.760419,0.0 -87.54555,41.759835,0.0 -87.545848,41.759518,0.0 -87.546249,41.759217,0.0 -87.546749,41.759018,0.0 -87.547307,41.758903,0.0 -87.548007,41.758863,0.0 -87.548635,41.758915,0.0 -87.54906,41.759001,0.0 -87.549805,41.759203,0.0 -87.550589,41.759479,0.0 -87.552433,41.760212,0.0 -87.552959,41.760499,0.0 -87.553556,41.760747,0.0 -87.55416,41.761102,0.0 -87.554404,41.761372,0.0 -87.554583,41.761716,0.0 -87.554558,41.761793,0.0 -87.554409,41.761944,0.0 -87.5537,41.762323,0.0 -87.553644,41.762364,0.0 -87.553683,41.762418,0.0 -87.554847,41.761852,0.0 -87.555163,41.761767,0.0 -87.555958,41.76213,0.0 -87.55604,41.762235,0.0 -87.556476,41.762387,0.0 -87.556835,41.762606,0.0 -87.557369,41.762842,0.0 -87.557634,41.763094,0.0 -87.557578,41.763123,0.0 -87.558462,41.764025,0.0 -87.558985,41.76376,0.0 -87.559286,41.764049,0.0 -87.559407,41.764066,0.0 -87.559571,41.764191,0.0 -87.559748,41.764399,0.0 -87.559522,41.764525,0.0 -87.559608,41.764738,0.0 -87.559848,41.764966,0.0 -87.560028,41.764909,0.0 -87.560226,41.76505,0.0 -87.560151,41.765098,0.0 -87.560364,41.765331,0.0 -87.560588,41.765996,0.0 -87.560522,41.766179,0.0 -87.560322,41.766299,0.0 -87.559344,41.766625,0.0 -87.559431,41.767157,0.0 -87.559394,41.769359,0.0 -87.559522,41.769375,0.0 -87.559606,41.769313,0.0 -87.559972,41.768958,0.0 -87.560174,41.768677,0.0 -87.560246,41.768668,0.0 -87.561225,41.76894,0.0 -87.561748,41.76917,0.0 -87.562451,41.769585,0.0 -87.562787,41.770037,0.0 -87.563153,41.770409,0.0 -87.563365,41.771301,0.0 -87.563323,41.771488,0.0 -87.563361,41.771578,0.0 -87.563272,41.771773,0.0 -87.581375,41.771581,0.0 -87.581234,41.766033,0.0 -87.589581,41.765941,0.0 -87.590424,41.766023,0.0 -87.594506,41.766007,0.0 -87.595318,41.765993,0.0 -87.595843,41.765908,0.0 -87.604535,41.765806,0.0 -87.605151,41.765877,0.0 -87.605593,41.765876,0.0 -87.605535,41.764073,0.0 -87.602997,41.762265,0.0 -87.585629,41.749771,0.0 -87.585468,41.748363,0.0 -87.585381,41.744213,0.0 -87.599054,41.744052,0.0 -87.600721,41.736713,0.0 -87.595587,41.736787,0.0 -87.568156,41.737171,0.0 -87.568599,41.737452,0.0 -87.575156,41.742293,0.0 -87.578003,41.744309,0.0 -87.557625,41.744581,0.0 -87.557657,41.746401,0.0 -87.557882,41.746397,0.0 -87.561066,41.748174,0.0 -87.555261,41.748249,0.0 -87.555293,41.75007,0.0 -87.55151,41.75012,0.0 -87.551531,41.751183,0.0 -87.551626,41.751458,0.0 -87.551639,41.751936,0.0 -87.54589,41.752015,0.0 -87.545172,41.752074,0.0 -87.544409,41.752078,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
609676,DUNBAR HS,"3000 S King Dr, Chicago, IL 60616",,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-87.616193,41.875827,0.0 -87.624266,41.875733,0.0 -87.627624,41.875646,0.0 -87.633664,41.875598,0.0 -87.633914,41.875532,0.0 -87.635638,41.875578,0.0 -87.637846,41.87556,0.0 -87.641999,41.87545,0.0 -87.645218,41.875439,0.0 -87.64523,41.875398,0.0 -87.644885,41.873592,0.0 -87.644711,41.871659,0.0 -87.644819,41.871374,0.0 -87.644713,41.869522,0.0 -87.64442,41.866425,0.0 -87.64414,41.857302,0.0 -87.644156,41.856773,0.0 -87.644249,41.856219,0.0 -87.645053,41.853427,0.0 -87.645192,41.852672,0.0 -87.64516,41.851803,0.0 -87.644823,41.850643,0.0 -87.643493,41.848462,0.0 -87.642937,41.847911,0.0 -87.642404,41.847544,0.0 -87.641693,41.847199,0.0 -87.641238,41.847058,0.0 -87.638368,41.846338,0.0 -87.63444,41.845456,0.0 -87.633058,41.844955,0.0 -87.632504,41.844652,0.0 -87.632073,41.844349,0.0 -87.631403,41.84368,0.0 -87.631082,41.843164,0.0 -87.630837,41.84243,0.0 -87.630678,41.838456,0.0 -87.630152,41.816851,0.0 -87.630044,41.814508,0.0 -87.630055,41.812602,0.0 -87.630097,41.812019,0.0 -87.630272,41.811396,0.0 -87.630424,41.811054,0.0 -87.631325,41.809577,0.0 -87.631571,41.808929,0.0 -87.631638,41.808516,0.0 -87.63165,41.80778,0.0 -87.631182,41.801828,0.0 -87.626589,41.801946,0.0 -87.605564,41.802276,0.0 -87.583829,41.802538,0.0 -87.580382,41.802533,0.0 -87.580295,41.802873,0.0 -87.580453,41.802939,0.0 -87.580023,41.803595,0.0 -87.580031,41.803779,0.0 -87.580121,41.803935,0.0 -87.580672,41.804214,0.0 -87.5809,41.804202,0.0 -87.581208,41.804281,0.0 -87.581748,41.804748,0.0 -87.582904,41.805591,0.0 -87.582985,41.805598,0.0 -87.583697,41.806078,0.0 -87.584207,41.806585,0.0 -87.584782,41.806839,0.0 -87.584872,41.806919,0.0 -87.585423,41.807569,0.0 -87.586046,41.80862,0.0 -87.586269,41.809175,0.0 -87.586889,41.810051,0.0 -87.587001,41.810338,0.0 -87.58704,41.810642,0.0 -87.586946,41.811192,0.0 -87.586999,41.811192,0.0 -87.587378,41.811824,0.0 -87.58774,41.81202,0.0 -87.588302,41.812068,0.0 -87.588657,41.812261,0.0 -87.589124,41.812854,0.0 -87.589502,41.813041,0.0 -87.58945,41.8131,0.0 -87.589472,41.813171,0.0 -87.589879,41.813535,0.0 -87.590093,41.813822,0.0 -87.590231,41.814495,0.0 -87.590304,41.814624,0.0 -87.590786,41.815067,0.0 -87.591243,41.815849,0.0 -87.591917,41.816375,0.0 -87.592111,41.816625,0.0 -87.592158,41.816736,0.0 -87.592197,41.817689,0.0 -87.592621,41.81835,0.0 -87.592962,41.818582,0.0 -87.593491,41.81882,0.0 -87.593707,41.819047,0.0 -87.594446,41.819527,0.0 -87.594871,41.81999,0.0 -87.594918,41.820107,0.0 -87.594133,41.821486,0.0 -87.59426,41.821509,0.0 -87.594436,41.821174,0.0 -87.594502,41.821189,0.0 -87.595096,41.821454,0.0 -87.595741,41.821905,0.0 -87.596801,41.82239,0.0 -87.596886,41.822473,0.0 -87.597319,41.82339,0.0 -87.596749,41.823573,0.0 -87.59671,41.823626,0.0 -87.596772,41.823673,0.0 -87.597371,41.823462,0.0 -87.597639,41.824042,0.0 -87.597703,41.824574,0.0 -87.597487,41.825648,0.0 -87.597645,41.826181,0.0 -87.597954,41.826563,0.0 -87.598263,41.826805,0.0 -87.599978,41.827938,0.0 -87.600302,41.828274,0.0 -87.601643,41.829983,0.0 -87.6024,41.830701,0.0 -87.6026,41.83103,0.0 -87.602713,41.831358,0.0 -87.602771,41.831779,0.0 -87.60271,41.83234,0.0 -87.602923,41.832731,0.0 -87.602304,41.833236,0.0 -87.602235,41.833304,0.0 -87.602246,41.833388,0.0 -87.602353,41.833427,0.0 -87.602413,41.833401,0.0 -87.603134,41.832845,0.0 -87.603492,41.833017,0.0 -87.603921,41.833043,0.0 -87.604357,41.833204,0.0 -87.604559,41.833357,0.0 -87.604874,41.833803,0.0 -87.605045,41.834446,0.0 -87.605163,41.834528,0.0 -87.604993,41.83467,0.0 -87.604879,41.834594,0.0 -87.604775,41.83462,0.0 -87.604574,41.834818,0.0 -87.604587,41.835021,0.0 -87.605314,41.835689,0.0 -87.605853,41.836452,0.0 -87.606077,41.837301,0.0 -87.606142,41.838529,0.0 -87.603422,41.839153,0.0 -87.602307,41.838431,0.0 -87.602001,41.838102,0.0 -87.601494,41.837158,0.0 -87.601171,41.836119,0.0 -87.601104,41.835678,0.0 -87.601146,41.834815,0.0 -87.601254,41.834423,0.0 -87.601874,41.833087,0.0 -87.601828,41.832955,0.0 -87.601725,41.832943,0.0 -87.601645,41.832966,0.0 -87.601564,41.833102,0.0 -87.601017,41.834254,0.0 -87.60085,41.834956,0.0 -87.60083,41.835313,0.0 -87.600869,41.836064,0.0 -87.601036,41.836774,0.0 -87.601167,41.837132,0.0 -87.601596,41.837944,0.0 -87.601792,41.838226,0.0 -87.602312,41.838735,0.0 -87.603356,41.839379,0.0 -87.604196,41.839688,0.0 -87.604191,41.839836,0.0 -87.604281,41.839835,0.0 -87.604283,41.83959,0.0 -87.604716,41.838968,0.0 -87.604987,41.838907,0.0 -87.606159,41.839385,0.0 -87.607013,41.839896,0.0 -87.607163,41.84004,0.0 -87.607318,41.840547,0.0 -87.607001,41.840608,0.0 -87.606719,41.840511,0.0 -87.606684,41.840569,0.0 -87.60699,41.840675,0.0 -87.607533,41.840568,0.0 -87.607855,41.841038,0.0 -87.607985,41.841403,0.0 -87.608025,41.842313,0.0 -87.608777,41.843372,0.0 -87.608921,41.843963,0.0 -87.609156,41.844247,0.0 -87.609173,41.844525,0.0 -87.609112,41.844811,0.0 -87.608546,41.845613,0.0 -87.608414,41.846074,0.0 -87.608544,41.846584,0.0 -87.609332,41.847644,0.0 -87.609495,41.848082,0.0 -87.609549,41.848704,0.0 -87.609204,41.850456,0.0 -87.609228,41.850917,0.0 -87.609394,41.851291,0.0 -87.610379,41.852513,0.0 -87.610723,41.853086,0.0 -87.610943,41.853716,0.0 -87.611028,41.854513,0.0 -87.611167,41.854872,0.0 -87.611432,41.855158,0.0 -87.612482,41.85585,0.0 -87.612693,41.856076,0.0 -87.612858,41.856364,0.0 -87.61306,41.85704,0.0 -87.613048,41.857619,0.0 -87.61273,41.858366,0.0 -87.612545,41.858502,0.0 -87.612271,41.858515,0.0 -87.612193,41.858592,0.0 -87.612207,41.859273,0.0 -87.612448,41.859996,0.0 -87.612321,41.86016,0.0 -87.612189,41.860183,0.0 -87.612156,41.860353,0.0 -87.612399,41.860362,0.0 -87.612396,41.860463,0.0 -87.612211,41.860469,0.0 -87.612209,41.860592,0.0 -87.612365,41.860647,0.0 -87.612442,41.860772,0.0 -87.612521,41.860771,0.0 -87.612567,41.861381,0.0 -87.612654,41.86138,0.0 -87.61279,41.861557,0.0 -87.613189,41.862226,0.0 -87.613436,41.862872,0.0 -87.613446,41.863379,0.0 -87.613137,41.864457,0.0 -87.612747,41.865296,0.0 -87.612656,41.865287,0.0 -87.612675,41.865851,0.0 -87.610486,41.865873,0.0 -87.610453,41.865327,0.0 -87.610377,41.86533,0.0 -87.609961,41.864642,0.0 -87.609746,41.864099,0.0 -87.609611,41.863413,0.0 -87.609656,41.863411,0.0 -87.609634,41.863297,0.0 -87.60968,41.863254,0.0 -87.609782,41.862495,0.0 -87.609903,41.862117,0.0 -87.61029,41.861406,0.0 -87.610367,41.861404,0.0 -87.610354,41.860856,0.0 -87.610431,41.860857,0.0 -87.610536,41.860695,0.0 -87.610681,41.860659,0.0 -87.610674,41.860214,0.0 -87.610467,41.860138,0.0 -87.610368,41.859872,0.0 -87.610482,41.859289,0.0 -87.610399,41.859172,0.0 -87.610014,41.85889,0.0 -87.609891,41.858651,0.0 -87.61,41.85809,0.0 -87.60993,41.857664,0.0 -87.609776,41.857385,0.0 -87.609413,41.857013,0.0 -87.609341,41.856825,0.0 -87.60992,41.854045,0.0 -87.609903,41.853778,0.0 -87.609781,41.853567,0.0 -87.609594,41.853401,0.0 -87.609322,41.853264,0.0 -87.60901,41.853189,0.0 -87.608399,41.853203,0.0 -87.606516,41.853366,0.0 -87.606519,41.853423,0.0 -87.606602,41.853419,0.0 -87.607078,41.859966,0.0 -87.606843,41.860065,0.0 -87.60597,41.860088,0.0 -87.606027,41.862013,0.0 -87.606091,41.862082,0.0 -87.606419,41.862077,0.0 -87.606537,41.862212,0.0 -87.60663,41.862173,0.0 -87.606743,41.862195,0.0 -87.606812,41.86232,0.0 -87.606961,41.862382,0.0 -87.607197,41.862825,0.0 -87.60747,41.863594,0.0 -87.607585,41.864282,0.0 -87.607516,41.864565,0.0 -87.607363,41.86482,0.0 -87.607098,41.865067,0.0 -87.606876,41.865189,0.0 -87.60668,41.86524,0.0 -87.606591,41.86522,0.0 -87.606319,41.864974,0.0 -87.606298,41.864793,0.0 -87.606051,41.864801,0.0 -87.606057,41.865689,0.0 -87.605758,41.865954,0.0 -87.605618,41.866308,0.0 -87.605639,41.866555,0.0 -87.605794,41.86684,0.0 -87.60621,41.867137,0.0 -87.606765,41.86725,0.0 -87.607324,41.867152,0.0 -87.607754,41.866866,0.0 -87.612694,41.866761,0.0 -87.612695,41.866977,0.0 -87.61243,41.867274,0.0 -87.612339,41.867641,0.0 -87.61247,41.868026,0.0 -87.612779,41.868316,0.0 -87.61322,41.868485,0.0 -87.613811,41.868515,0.0 -87.614319,41.868475,0.0 -87.614746,41.868332,0.0 -87.615358,41.868312,0.0 -87.615711,41.868658,0.0 -87.616218,41.868907,0.0 -87.616239,41.871722,0.0 -87.616287,41.871975,0.0 -87.616206,41.871978,0.0 -87.616251,41.873956,0.0 -87.616193,41.875827,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
609678,JONES HS,"700 S State St, Chicago, IL 60605",,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-87.614912,41.894679,0.0 -87.619169,41.901028,0.0 -87.61942,41.901273,0.0 -87.619882,41.901554,0.0 -87.620576,41.901758,0.0 -87.621671,41.901983,0.0 -87.62187,41.902658,0.0 -87.622153,41.903199,0.0 -87.622651,41.903688,0.0 -87.623284,41.904105,0.0 -87.623618,41.904198,0.0 -87.624815,41.907535,0.0 -87.625025,41.908548,0.0 -87.62515,41.909826,0.0 -87.625122,41.910188,0.0 -87.625023,41.910435,0.0 -87.624807,41.91063,0.0 -87.624709,41.910804,0.0 -87.624673,41.911302,0.0 -87.63198,41.911172,0.0 -87.635057,41.911169,0.0 -87.64223,41.91107,0.0 -87.644991,41.910976,0.0 -87.687226,41.910329,0.0 -87.686341,41.877005,0.0 -87.686252,41.875551,0.0 -87.685809,41.858124,0.0 -87.685853,41.85773,0.0 -87.685777,41.857124,0.0 -87.685646,41.85204,0.0 -87.641794,41.852707,0.0 -87.640496,41.852773,0.0 -87.637366,41.852817,0.0 -87.636489,41.852879,0.0 -87.635127,41.852894,0.0 -87.633876,41.852834,0.0 -87.627728,41.852915,0.0 -87.626737,41.852847,0.0 -87.62067,41.852918,0.0 -87.610646,41.852935,0.0 -87.61091,41.853589,0.0 -87.611028,41.854513,0.0 -87.61113,41.854809,0.0 -87.611432,41.855158,0.0 -87.612326,41.855726,0.0 -87.612634,41.856003,0.0 -87.612858,41.856364,0.0 -87.61306,41.85704,0.0 -87.613048,41.857619,0.0 -87.612809,41.858254,0.0 -87.612545,41.858502,0.0 -87.612271,41.858515,0.0 -87.612171,41.858676,0.0 -87.612207,41.859273,0.0 -87.612448,41.859996,0.0 -87.612321,41.86016,0.0 -87.612189,41.860183,0.0 -87.612156,41.860353,0.0 -87.612399,41.860362,0.0 -87.612396,41.860463,0.0 -87.612211,41.860469,0.0 -87.612209,41.860592,0.0 -87.612365,41.860647,0.0 -87.612442,41.860772,0.0 -87.612521,41.860771,0.0 -87.612554,41.860833,0.0 -87.612567,41.861381,0.0 -87.612654,41.86138,0.0 -87.612698,41.861435,0.0 -87.613106,41.862065,0.0 -87.613361,41.862621,0.0 -87.61346,41.863023,0.0 -87.61343,41.86347,0.0 -87.613257,41.86415,0.0 -87.612747,41.865296,0.0 -87.612656,41.865287,0.0 -87.612675,41.865851,0.0 -87.610486,41.865873,0.0 -87.610453,41.865327,0.0 -87.610377,41.86533,0.0 -87.610106,41.864911,0.0 -87.609746,41.864099,0.0 -87.609611,41.863413,0.0 -87.609656,41.863411,0.0 -87.609634,41.863297,0.0 -87.60968,41.863254,0.0 -87.609782,41.862495,0.0 -87.60999,41.861911,0.0 -87.61029,41.861406,0.0 -87.610367,41.861404,0.0 -87.610354,41.860856,0.0 -87.610431,41.860857,0.0 -87.610536,41.860695,0.0 -87.610681,41.860659,0.0 -87.610674,41.860214,0.0 -87.610467,41.860138,0.0 -87.61037,41.859878,0.0 -87.610482,41.859289,0.0 -87.610399,41.859172,0.0 -87.610014,41.85889,0.0 -87.609891,41.858651,0.0 -87.61,41.85809,0.0 -87.60993,41.857664,0.0 -87.609776,41.857385,0.0 -87.609413,41.857013,0.0 -87.609341,41.856825,0.0 -87.60992,41.854045,0.0 -87.609881,41.853723,0.0 -87.609737,41.853519,0.0 -87.609531,41.853361,0.0 -87.60901,41.853189,0.0 -87.608399,41.853203,0.0 -87.606516,41.853366,0.0 -87.606519,41.853423,0.0 -87.606602,41.853419,0.0 -87.607078,41.859966,0.0 -87.606843,41.860065,0.0 -87.60597,41.860088,0.0 -87.606027,41.862013,0.0 -87.606091,41.862082,0.0 -87.606419,41.862077,0.0 -87.606537,41.862212,0.0 -87.60663,41.862173,0.0 -87.606743,41.862195,0.0 -87.606812,41.86232,0.0 -87.606961,41.862382,0.0 -87.607197,41.862825,0.0 -87.60747,41.863594,0.0 -87.607585,41.864282,0.0 -87.607516,41.864565,0.0 -87.607363,41.86482,0.0 -87.607098,41.865067,0.0 -87.606876,41.865189,0.0 -87.60668,41.86524,0.0 -87.606591,41.86522,0.0 -87.606319,41.864974,0.0 -87.606298,41.864793,0.0 -87.606051,41.864801,0.0 -87.606057,41.865689,0.0 -87.6058,41.865901,0.0 -87.605663,41.866125,0.0 -87.605614,41.86637,0.0 -87.605659,41.866615,0.0 -87.605841,41.866892,0.0 -87.606072,41.867068,0.0 -87.606438,41.86721,0.0 -87.606765,41.86725,0.0 -87.607324,41.867152,0.0 -87.607754,41.866866,0.0 -87.612694,41.866761,0.0 -87.612695,41.866977,0.0 -87.61243,41.867274,0.0 -87.612339,41.867641,0.0 -87.61247,41.868026,0.0 -87.612779,41.868316,0.0 -87.61322,41.868485,0.0 -87.613811,41.868515,0.0 -87.614319,41.868475,0.0 -87.614746,41.868332,0.0 -87.615379,41.86831,0.0 -87.615711,41.868658,0.0 -87.616218,41.868907,0.0 -87.616239,41.871722,0.0 -87.616287,41.871975,0.0 -87.616206,41.871978,0.0 -87.616251,41.873956,0.0 -87.616189,41.875676,0.0 -87.616247,41.877029,0.0 -87.616341,41.877834,0.0 -87.616378,41.879788,0.0 -87.616464,41.879785,0.0 -87.616483,41.880565,0.0 -87.615728,41.880575,0.0 -87.615759,41.881424,0.0 -87.616503,41.881422,0.0 -87.616511,41.881735,0.0 -87.616341,41.88212,0.0 -87.615932,41.882399,0.0 -87.615551,41.882491,0.0 -87.614343,41.882573,0.0 -87.613867,41.882704,0.0 -87.613445,41.882906,0.0 -87.613144,41.883121,0.0 -87.612883,41.883399,0.0 -87.612764,41.883683,0.0 -87.612742,41.884066,0.0 -87.61068,41.884084,0.0 -87.610687,41.884155,0.0 -87.612752,41.88415,0.0 -87.612749,41.887193,0.0 -87.610135,41.887189,0.0 -87.610225,41.88417,0.0 -87.610313,41.88417,0.0 -87.610313,41.884086,0.0 -87.610124,41.884087,0.0 -87.610099,41.883803,0.0 -87.610203,41.876908,0.0 -87.610103,41.876904,0.0 -87.609944,41.887096,0.0 -87.609633,41.887168,0.0 -87.609467,41.888019,0.0 -87.607816,41.888193,0.0 -87.607812,41.888157,0.0 -87.607512,41.888198,0.0 -87.605993,41.888225,0.0 -87.60519,41.8882,0.0 -87.605142,41.888237,0.0 -87.60253,41.888283,0.0 -87.602461,41.888337,0.0 -87.60253,41.888394,0.0 -87.605135,41.888355,0.0 -87.60522,41.888462,0.0 -87.60514,41.888568,0.0 -87.60474,41.888577,0.0 -87.604678,41.888635,0.0 -87.604744,41.888689,0.0 -87.605152,41.888684,0.0 -87.605204,41.888723,0.0 -87.605675,41.888674,0.0 -87.60752,41.888648,0.0 -87.607659,41.888682,0.0 -87.607713,41.889265,0.0 -87.607642,41.889291,0.0 -87.607671,41.889377,0.0 -87.609491,41.889398,0.0 -87.609541,41.891021,0.0 -87.600896,41.891159,0.0 -87.600893,41.891115,0.0 -87.600725,41.891083,0.0 -87.600567,41.891119,0.0 -87.600573,41.891423,0.0 -87.59853,41.891458,0.0 -87.598555,41.892282,0.0 -87.600588,41.892248,0.0 -87.600598,41.892423,0.0 -87.60072,41.892451,0.0 -87.600917,41.892416,0.0 -87.600917,41.892373,0.0 -87.609802,41.892228,0.0 -87.609828,41.893154,0.0 -87.602358,41.893272,0.0 -87.602299,41.893322,0.0 -87.602375,41.896351,0.0 -87.6025,41.896381,0.0 -87.604916,41.89634,0.0 -87.605673,41.896293,0.0 -87.605733,41.896257,0.0 -87.605869,41.896258,0.0 -87.605871,41.896304,0.0 -87.60656,41.896291,0.0 -87.606559,41.896245,0.0 -87.606695,41.896243,0.0 -87.606755,41.896276,0.0 -87.607909,41.896252,0.0 -87.6082,41.896284,0.0 -87.61016,41.896236,0.0 -87.611725,41.893811,0.0 -87.613297,41.893742,0.0 -87.614063,41.893605,0.0 -87.614912,41.894679,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
609679,PROSSER HS,"2148 N Long Ave, Chicago, IL 60639",,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-87.677448,41.910144,0.0 -87.677489,41.910336,0.0 -87.677592,41.910481,0.0 -87.677472,41.91059,0.0 -87.677606,41.917196,0.0 -87.677768,41.921733,0.0 -87.677962,41.925981,0.0 -87.678106,41.927204,0.0 -87.678106,41.928093,0.0 -87.678285,41.929063,0.0 -87.678326,41.930285,0.0 -87.678137,41.931885,0.0 -87.678361,41.939581,0.0 -87.689168,41.939454,0.0 -87.711447,41.939313,0.0 -87.783998,41.938356,0.0 -87.806753,41.938004,0.0 -87.805751,41.908847,0.0 -87.802572,41.90894,0.0 -87.775605,41.909261,0.0 -87.774662,41.880095,0.0 -87.762288,41.880289,0.0 -87.711295,41.880924,0.0 -87.688797,41.881135,0.0 -87.676648,41.881322,0.0 -87.677072,41.8964,0.0 -87.677286,41.903981,0.0 -87.677406,41.904128,0.0 -87.67729,41.90413,0.0 -87.677448,41.910144,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
