ID,School,RouteNumber,SafePassage
610202,TILTON,36,"<LineString><coordinates>-87.739191,41.883209,0.0 -87.738941,41.883212,0.0 -87.738601,41.883217,0.0 -87.738445,41.883219,0.0 -87.73802,41.883223,0.0 -87.737861,41.883225,0.0 -87.737278,41.883232,0.0 -87.736794,41.883239,0.0 -87.736604,41.883241,0.0 -87.736174,41.883246,0.0 -87.736012,41.883248,0.0 -87.735738,41.883252,0.0 -87.735566,41.883254,0.0 -87.735348,41.883256,0.0 -87.734951,41.883262,0.0 -87.734774,41.883264,0.0 -87.734455,41.883267,0.0 -87.734339,41.883268,0.0 -87.734111,41.883271,0.0 -87.733837,41.883274,0.0 -87.733726,41.883275,0.0 -87.733302,41.883279,0.0 -87.733113,41.883283,0.0 -87.732959,41.883286,0.0 -87.732061,41.883296,0.0 -87.730794,41.883311,0.0 -87.730659,41.883312,0.0 -87.730661,41.883412,0.0 -87.730678,41.883973,0.0 -87.730678,41.883981,0.0 -87.730695,41.884507,0.0 -87.730698,41.884629,0.0 -87.730882,41.884627,0.0 -87.731705,41.884618,0.0 -87.73241,41.88461,0.0 -87.732921,41.884604,0.0 -87.733153,41.884601,0.0 -87.733317,41.884599,0.0 -87.733825,41.884594,0.0 -87.734205,41.88459,0.0 -87.73438,41.884588,0.0 -87.734595,41.884585,0.0 -87.735381,41.884576,0.0 -87.73561,41.884573,0.0 -87.735822,41.88457,0.0 -87.73622,41.884566,0.0 -87.736654,41.884561,0.0 -87.736835,41.884557,0.0 -87.736911,41.884555,0.0 -87.737204,41.884555,0.0 -87.737849,41.884547,0.0 -87.738063,41.884545,0.0 -87.738946,41.884537,0.0 -87.739225,41.884533,0.0</coordinates></LineString>"
609854,CHOPIN,37,"<MultiGeometry><LineString><coordinates>-87.689357,41.897543,0.0 -87.689609,41.89754,0.0 -87.689962,41.897537,0.0 -87.689999,41.897536,0.0 -87.69026,41.897534,0.0 -87.690588,41.897533,0.0 -87.69077,41.897532,0.0 -87.691213,41.897526,0.0 -87.691321,41.897525,0.0 -87.691591,41.897523,0.0 -87.691824,41.89752,0.0 -87.692121,41.897517,0.0 -87.692582,41.897512,0.0 -87.692842,41.89751,0.0 -87.693192,41.897507,0.0 -87.693613,41.897504,0.0 -87.693849,41.897502,0.0 -87.693999,41.897501,0.0 -87.694288,41.897494,0.0 -87.694668,41.897485,0.0 -87.694904,41.897483,0.0 -87.695,41.897482,0.0 -87.69528,41.89748,0.0 -87.695519,41.897477,0.0 -87.695771,41.897475,0.0 -87.696136,41.897472,0.0 -87.696161,41.897472,0.0 -87.696754,41.897467,0.0</coordinates></LineString><LineString><coordinates>-87.689335,41.896634,0.0 -87.689339,41.896836,0.0 -87.689342,41.896963,0.0 -87.689346,41.897128,0.0 -87.689349,41.897225,0.0 -87.689354,41.897435,0.0 -87.689357,41.897543,0.0</coordinates></LineString><LineString><coordinates>-87.694333,41.899311,0.0 -87.693675,41.899323,0.0 -87.693115,41.899328,0.0 -87.692804,41.899331,0.0 -87.692234,41.899335,0.0 -87.691869,41.899338,0.0 -87.691562,41.899341,0.0 -87.691072,41.899345,0.0 -87.690731,41.899349,0.0 -87.690211,41.899354,0.0 -87.68979,41.899359,0.0 -87.689402,41.899362,0.0 -87.689395,41.899132,0.0 -87.689392,41.899019,0.0 -87.689389,41.898906,0.0 -87.689388,41.898869,0.0 -87.689385,41.898727,0.0 -87.689381,41.89857,0.0 -87.689378,41.898451,0.0 -87.689376,41.898342,0.0 -87.689372,41.898132,0.0 -87.689369,41.898,0.0 -87.689368,41.89796,0.0 -87.689365,41.897817,0.0 -87.689357,41.897543,0.0</coordinates></LineString></MultiGeometry>"
610107,OTIS,38,"<LineString><coordinates>-87.662509,41.899794,0.0 -87.662502,41.899578,0.0 -87.662498,41.899348,0.0 -87.662497,41.899325,0.0 -87.662494,41.899135,0.0 -87.662485,41.898888,0.0 -87.662478,41.898714,0.0 -87.662472,41.898444,0.0 -87.662471,41.898411,0.0 -87.662467,41.898239,0.0 -87.662458,41.897977,0.0 -87.662449,41.897707,0.0 -87.662444,41.897511,0.0 -87.662437,41.897233,0.0 -87.662434,41.897157,0.0 -87.662432,41.897069,0.0 -87.662427,41.896877,0.0 -87.662424,41.896778,0.0 -87.662421,41.896647,0.0 -87.662418,41.896539,0.0 -87.662417,41.896491,0.0 -87.662414,41.896394,0.0 -87.66241,41.896158,0.0 -87.662992,41.896148,0.0 -87.663386,41.896141,0.0 -87.663584,41.896138,0.0 -87.663889,41.896134,0.0 -87.664036,41.896132,0.0 -87.664305,41.896128,0.0 -87.664611,41.896123,0.0 -87.664911,41.896119,0.0 -87.665086,41.896116,0.0 -87.665664,41.896106,0.0 -87.665657,41.895872,0.0 -87.665652,41.895708,0.0 -87.665649,41.895639,0.0 -87.665646,41.895544,0.0 -87.66564,41.895348,0.0 -87.665638,41.895189,0.0 -87.665636,41.895012,0.0 -87.665633,41.894911,0.0 -87.665628,41.894743,0.0 -87.665625,41.894667,0.0 -87.665618,41.894434,0.0 -87.665613,41.89429,0.0 -87.665605,41.894075,0.0 -87.665597,41.893842,0.0 -87.665597,41.89383,0.0 -87.665589,41.893564,0.0 -87.665588,41.89353,0.0 -87.665584,41.893377,0.0 -87.665578,41.893129,0.0 -87.665573,41.892923,0.0 -87.665571,41.892851,0.0 -87.665566,41.892665,0.0 -87.665559,41.89246,0.0 -87.665556,41.892351,0.0 -87.665553,41.892258,0.0 -87.665551,41.892168,0.0 -87.665547,41.892013,0.0 -87.665545,41.891933,0.0 -87.66554,41.891725,0.0 -87.665534,41.891482,0.0 -87.665532,41.891375,0.0 -87.665525,41.891113,0.0 -87.665522,41.891007,0.0</coordinates></LineString>"
610274,JOHNSON,39,"<MultiGeometry><LineString><coordinates>-87.705431,41.857744,0.0 -87.705426,41.857502,0.0 -87.705422,41.857399,0.0 -87.705418,41.857284,0.0 -87.7054,41.856732,0.0 -87.705378,41.855866,0.0 -87.705364,41.855423,0.0</coordinates></LineString><LineString><coordinates>-87.705438,41.858084,0.0 -87.705436,41.857986,0.0 -87.705433,41.857852,0.0 -87.705431,41.857744,0.0</coordinates></LineString><LineString><coordinates>-87.70423,41.858169,0.0 -87.704619,41.858035,0.0 -87.70494,41.857917,0.0 -87.705431,41.857744,0.0</coordinates></LineString><LineString><coordinates>-87.702938,41.858621,0.0 -87.703228,41.858519,0.0 -87.703835,41.858304,0.0 -87.70423,41.858169,0.0</coordinates></LineString><LineString><coordinates>-87.702948,41.858953,0.0 -87.702945,41.858849,0.0 -87.702941,41.858723,0.0 -87.702938,41.858621,0.0</coordinates></LineString><LineString><coordinates>-87.705517,41.860919,0.0 -87.705517,41.860833,0.0 -87.705504,41.860461,0.0 -87.705498,41.86023,0.0 -87.705495,41.860106,0.0 -87.70549,41.859797,0.0 -87.705469,41.859347,0.0 -87.705468,41.859212,0.0 -87.705462,41.859092,0.0 -87.705456,41.85896,0.0 -87.705449,41.858547,0.0 -87.705447,41.858442,0.0 -87.70544,41.858195,0.0 -87.705438,41.858084,0.0</coordinates></LineString><LineString><coordinates>-87.702844,41.85546,0.0 -87.702857,41.855983,0.0 -87.702876,41.856585,0.0 -87.702894,41.857257,0.0 -87.702895,41.857299,0.0 -87.702935,41.858528,0.0 -87.702938,41.858621,0.0</coordinates></LineString><LineString><coordinates>-87.703053,41.862555,0.0 -87.70305,41.862415,0.0 -87.703043,41.862135,0.0 -87.703037,41.861929,0.0 -87.70303,41.861713,0.0 -87.703026,41.86159,0.0 -87.703019,41.861339,0.0 -87.703014,41.861188,0.0 -87.703009,41.861006,0.0 -87.703004,41.860819,0.0 -87.702991,41.860432,0.0 -87.702986,41.860256,0.0 -87.702976,41.859909,0.0 -87.702958,41.859262,0.0 -87.702954,41.859122,0.0 -87.702948,41.858953,0.0 -87.703112,41.858902,0.0 -87.703435,41.858788,0.0 -87.704043,41.858573,0.0 -87.704227,41.858509,0.0 -87.704646,41.858361,0.0 -87.705128,41.858193,0.0 -87.705438,41.858084,0.0</coordinates></LineString></MultiGeometry>"
610133,"WARD, L",40,"<MultiGeometry><LineString><coordinates>-87.7186,41.889932,0.0 -87.7187,41.889931,0.0 -87.719206,41.889925,0.0 -87.71926,41.889924,0.0 -87.719717,41.889918,0.0 -87.719824,41.889917,0.0 -87.71995,41.889915,0.0 -87.720358,41.88991,0.0 -87.720418,41.88991,0.0 -87.720855,41.889905,0.0 -87.721041,41.889912,0.0 -87.721237,41.889919,0.0 -87.721604,41.889915,0.0 -87.721667,41.889914,0.0 -87.722095,41.889908,0.0 -87.722265,41.889907,0.0 -87.722413,41.889906,0.0 -87.72267,41.889903,0.0 -87.722881,41.889901,0.0 -87.723202,41.889899,0.0 -87.723492,41.889894,0.0</coordinates></LineString><LineString><coordinates>-87.71636,41.889965,0.0 -87.716587,41.889959,0.0 -87.716921,41.889951,0.0 -87.716932,41.889951,0.0 -87.71718,41.889949,0.0 -87.717409,41.889946,0.0 -87.717517,41.889945,0.0 -87.717858,41.889941,0.0 -87.71799,41.889939,0.0 -87.718348,41.889933,0.0 -87.7186,41.889932,0.0</coordinates></LineString><LineString><coordinates>-87.718651,41.891772,0.0 -87.718644,41.891532,0.0 -87.718639,41.891317,0.0 -87.718629,41.890972,0.0 -87.718612,41.890385,0.0 -87.718602,41.890032,0.0 -87.7186,41.889932,0.0</coordinates></LineString><LineString><coordinates>-87.716213,41.8918,0.0 -87.716206,41.891599,0.0 -87.716196,41.891226,0.0 -87.716181,41.890911,0.0 -87.71618,41.890769,0.0 -87.71618,41.890681,0.0 -87.716176,41.890512,0.0 -87.716195,41.890413,0.0 -87.716198,41.890395,0.0 -87.716263,41.89021,0.0 -87.716288,41.890138,0.0 -87.71636,41.889965,0.0</coordinates></LineString><LineString><coordinates>-87.713718,41.889998,0.0 -87.713822,41.889997,0.0 -87.714374,41.889991,0.0 -87.715,41.889984,0.0 -87.715411,41.889979,0.0 -87.715672,41.889976,0.0 -87.716129,41.889971,0.0 -87.71636,41.889965,0.0</coordinates></LineString><LineString><coordinates>-87.718704,41.893608,0.0 -87.718698,41.893436,0.0 -87.718682,41.892877,0.0 -87.718669,41.892399,0.0 -87.718657,41.891975,0.0 -87.718651,41.891772,0.0</coordinates></LineString><LineString><coordinates>-87.716267,41.893634,0.0 -87.716262,41.893479,0.0 -87.716247,41.892982,0.0 -87.71623,41.892383,0.0 -87.716222,41.892136,0.0 -87.716216,41.891917,0.0 -87.716213,41.8918,0.0 -87.71632,41.891796,0.0 -87.716833,41.89179,0.0 -87.716852,41.89179,0.0 -87.717276,41.891785,0.0 -87.717433,41.891783,0.0 -87.717534,41.891783,0.0 -87.717967,41.891778,0.0 -87.718044,41.891778,0.0 -87.718532,41.891775,0.0 -87.718651,41.891772,0.0</coordinates></LineString></MultiGeometry>"
610313,DIEGO,41,"<LineString><coordinates>-87.690818,41.906638,0.0 -87.690644,41.906639,0.0 -87.690384,41.906642,0.0 -87.690206,41.906644,0.0 -87.689727,41.90665,0.0 -87.68959,41.906652,0.0 -87.68947,41.906654,0.0 -87.688975,41.906658,0.0 -87.688893,41.906658,0.0 -87.688496,41.906663,0.0 -87.68836,41.906664,0.0 -87.688122,41.906666,0.0 -87.687748,41.90667,0.0 -87.687742,41.90667,0.0 -87.687698,41.90667,0.0 -87.687402,41.906672,0.0 -87.687129,41.906674,0.0 -87.686825,41.906677,0.0 -87.686522,41.906683,0.0 -87.686248,41.906688,0.0 -87.685913,41.906694,0.0 -87.685909,41.906521,0.0 -87.685898,41.906181,0.0 -87.685886,41.90578,0.0 -87.685876,41.905449,0.0 -87.685871,41.905244,0.0 -87.685865,41.905053,0.0 -87.685863,41.904981,0.0 -87.685863,41.90495,0.0 -87.68587,41.904925,0.0 -87.685877,41.90491,0.0 -87.685885,41.9049,0.0 -87.685886,41.904899,0.0 -87.685896,41.904891,0.0 -87.685916,41.904878,0.0 -87.685944,41.904868,0.0 -87.685982,41.904865,0.0 -87.686084,41.904864,0.0 -87.686292,41.904861,0.0 -87.68647,41.904858,0.0 -87.686548,41.904857,0.0 -87.686822,41.904852,0.0 -87.687082,41.90485,0.0 -87.687325,41.904849,0.0 -87.68759,41.904847,0.0 -87.687695,41.904846,0.0 -87.687702,41.904846,0.0 -87.687708,41.904846,0.0 -87.687717,41.904846,0.0 -87.687845,41.904845,0.0 -87.688182,41.904842,0.0 -87.688311,41.904841,0.0 -87.688456,41.904841,0.0 -87.688699,41.904836,0.0 -87.688924,41.904834,0.0 -87.689268,41.904831,0.0 -87.689542,41.904829,0.0 -87.689666,41.904828,0.0 -87.690007,41.904824,0.0 -87.690155,41.904823,0.0 -87.690477,41.904821,0.0 -87.690772,41.904818,0.0 -87.690949,41.904816,0.0 -87.691331,41.904812,0.0 -87.69139,41.904811,0.0 -87.691856,41.904804,0.0 -87.692004,41.904803,0.0</coordinates></LineString>"
610276,MOLLISON,42,"<MultiGeometry><LineString><coordinates>-87.621219,41.809319,0.0 -87.621555,41.809315,0.0 -87.621835,41.809311,0.0 -87.622039,41.809307,0.0 -87.622123,41.809306,0.0 -87.622371,41.809302,0.0 -87.622841,41.809295,0.0 -87.62316,41.809291,0.0 -87.623462,41.809285,0.0 -87.623654,41.809282,0.0 -87.623751,41.80928,0.0 -87.623977,41.809276,0.0 -87.624464,41.80927,0.0 -87.624487,41.809269,0.0 -87.625182,41.809258,0.0 -87.625273,41.809257,0.0 -87.625807,41.809249,0.0 -87.626091,41.809244,0.0</coordinates></LineString><LineString><coordinates>-87.62117,41.8075,0.0 -87.621182,41.807881,0.0 -87.62119,41.808178,0.0 -87.621197,41.808463,0.0 -87.621203,41.808703,0.0 -87.621209,41.808981,0.0 -87.621219,41.809319,0.0</coordinates></LineString><LineString><coordinates>-87.616856,41.809387,0.0 -87.617255,41.809381,0.0 -87.617511,41.809377,0.0 -87.61754,41.809376,0.0 -87.617783,41.809373,0.0 -87.618159,41.809366,0.0 -87.618454,41.809362,0.0 -87.618795,41.809356,0.0 -87.618797,41.809356,0.0 -87.618804,41.809356,0.0 -87.618927,41.809354,0.0 -87.619155,41.809351,0.0 -87.619599,41.809344,0.0 -87.619986,41.809337,0.0 -87.620351,41.809331,0.0 -87.62041,41.80933,0.0 -87.620677,41.809325,0.0 -87.621219,41.809319,0.0</coordinates></LineString><LineString><coordinates>-87.61701,41.814826,0.0 -87.617005,41.814583,0.0 -87.616994,41.814256,0.0 -87.616984,41.81391,0.0 -87.616976,41.813625,0.0 -87.616965,41.813193,0.0 -87.616959,41.813014,0.0 -87.616953,41.81285,0.0 -87.616946,41.812621,0.0 -87.61694,41.812386,0.0 -87.616937,41.81229,0.0 -87.616935,41.812212,0.0 -87.616933,41.812118,0.0 -87.616925,41.811851,0.0 -87.616914,41.811491,0.0 -87.616907,41.811201,0.0 -87.616904,41.811081,0.0 -87.616899,41.810912,0.0 -87.616893,41.810644,0.0 -87.616887,41.810423,0.0 -87.616883,41.810303,0.0 -87.616879,41.810161,0.0 -87.616873,41.809952,0.0 -87.616863,41.809643,0.0 -87.616856,41.809387,0.0</coordinates></LineString><LineString><coordinates>-87.616485,41.814835,0.0 -87.616478,41.814563,0.0 -87.616471,41.814328,0.0 -87.616464,41.814057,0.0 -87.616457,41.813822,0.0 -87.61645,41.813562,0.0 -87.616442,41.813321,0.0 -87.616433,41.813021,0.0 -87.616427,41.812795,0.0 -87.616421,41.812623,0.0 -87.616414,41.812344,0.0 -87.616413,41.812287,0.0 -87.616412,41.812262,0.0 -87.616408,41.812116,0.0 -87.616404,41.811959,0.0 -87.616399,41.811814,0.0 -87.616393,41.811639,0.0 -87.616388,41.811377,0.0 -87.616384,41.811209,0.0 -87.616379,41.811037,0.0 -87.616374,41.810873,0.0 -87.616369,41.810716,0.0 -87.616365,41.810566,0.0 -87.616358,41.810304,0.0 -87.616355,41.810146,0.0 -87.61635,41.809983,0.0 -87.616343,41.809756,0.0 -87.616332,41.809396,0.0 -87.616594,41.809392,0.0 -87.616856,41.809387,0.0</coordinates></LineString><LineString><coordinates>-87.621125,41.805678,0.0 -87.621134,41.805998,0.0 -87.62114,41.806295,0.0 -87.621146,41.806546,0.0 -87.621157,41.807029,0.0 -87.621161,41.807215,0.0 -87.62117,41.8075,0.0</coordinates></LineString></MultiGeometry>"
610305,LELAND,43,"<MultiGeometry><LineString><coordinates>-87.754834,41.873953,0.0 -87.754837,41.874131,0.0 -87.754844,41.874355,0.0 -87.754846,41.874402,0.0 -87.754852,41.874549,0.0 -87.754856,41.874667,0.0 -87.754863,41.874813,0.0 -87.754865,41.874855,0.0 -87.75487,41.874969,0.0 -87.754875,41.875117,0.0 -87.754879,41.87529,0.0 -87.75488,41.875305,0.0 -87.754886,41.87545,0.0 -87.754891,41.875569,0.0 -87.7549,41.875762,0.0 -87.754904,41.875862,0.0 -87.754909,41.87602,0.0 -87.754914,41.876143,0.0 -87.754917,41.876211,0.0 -87.754922,41.876333,0.0 -87.754927,41.876454,0.0 -87.754935,41.876667,0.0</coordinates></LineString><LineString><coordinates>-87.749187,41.874026,0.0 -87.749402,41.874024,0.0 -87.749712,41.87402,0.0 -87.750006,41.874016,0.0 -87.750529,41.874009,0.0 -87.750823,41.874005,0.0 -87.751208,41.874,0.0 -87.751479,41.873997,0.0 -87.751811,41.873992,0.0 -87.752064,41.873989,0.0 -87.752283,41.873985,0.0 -87.752467,41.873983,0.0 -87.75261,41.873981,0.0 -87.752886,41.873978,0.0 -87.753068,41.873975,0.0 -87.753324,41.873972,0.0 -87.753532,41.873969,0.0 -87.753801,41.873966,0.0 -87.753998,41.873963,0.0 -87.75425,41.87396,0.0 -87.754478,41.873957,0.0 -87.754834,41.873953,0.0</coordinates></LineString><LineString><coordinates>-87.749151,41.873035,0.0 -87.749481,41.873022,0.0 -87.749705,41.873018,0.0 -87.749975,41.873015,0.0 -87.750183,41.873013,0.0 -87.750391,41.87301,0.0 -87.750654,41.873008,0.0 -87.750809,41.873006,0.0 -87.751125,41.873002,0.0 -87.751387,41.872999,0.0 -87.751679,41.872995,0.0 -87.751934,41.872991,0.0 -87.752158,41.872989,0.0 -87.752292,41.872988,0.0 -87.752415,41.872987,0.0 -87.752708,41.872984,0.0 -87.753047,41.872979,0.0 -87.753287,41.872976,0.0 -87.75356,41.872972,0.0 -87.753985,41.872967,0.0 -87.754307,41.872961,0.0 -87.754587,41.872958,0.0 -87.754812,41.872954,0.0 -87.754815,41.873144,0.0 -87.75482,41.873331,0.0 -87.754826,41.873515,0.0 -87.754828,41.873686,0.0 -87.754834,41.873953,0.0</coordinates></LineString></MultiGeometry>"
610213,WADSWORTH,44,"<MultiGeometry><LineString><coordinates>-87.600946,41.77502,0.0 -87.600939,41.774691,0.0 -87.600934,41.774446,0.0 -87.60093,41.774276,0.0 -87.600925,41.774008,0.0 -87.60092,41.773797,0.0 -87.600915,41.773558,0.0 -87.600908,41.773196,0.0</coordinates></LineString><LineString><coordinates>-87.599297,41.776855,0.0 -87.599411,41.776854,0.0 -87.599543,41.776852,0.0 -87.599772,41.77685,0.0 -87.599762,41.776409,0.0 -87.599756,41.77617,0.0 -87.599749,41.77589,0.0 -87.599745,41.775714,0.0 -87.599741,41.77555,0.0 -87.599737,41.775362,0.0 -87.599732,41.775032,0.0 -87.599907,41.77503,0.0 -87.600213,41.775027,0.0 -87.600338,41.775026,0.0 -87.600352,41.775026,0.0 -87.600454,41.775025,0.0 -87.60068,41.775022,0.0 -87.600946,41.77502,0.0</coordinates></LineString><LineString><coordinates>-87.601633,41.778541,0.0 -87.601632,41.778506,0.0 -87.601628,41.778369,0.0 -87.601622,41.778131,0.0 -87.601617,41.777893,0.0 -87.601617,41.77789,0.0 -87.601615,41.777828,0.0 -87.601609,41.777548,0.0 -87.601604,41.77732,0.0 -87.601593,41.776832,0.0 -87.601825,41.77683,0.0 -87.602019,41.776828,0.0 -87.602206,41.776825,0.0 -87.602193,41.776313,0.0 -87.602185,41.776021,0.0 -87.602179,41.775793,0.0 -87.602175,41.775601,0.0 -87.602172,41.775451,0.0 -87.602168,41.775299,0.0 -87.60216,41.775007,0.0 -87.60203,41.775008,0.0 -87.601678,41.775013,0.0 -87.601557,41.775014,0.0 -87.601499,41.775014,0.0 -87.601187,41.775018,0.0 -87.600946,41.77502,0.0</coordinates></LineString><LineString><coordinates>-87.597276,41.779331,0.0 -87.59732,41.77928,0.0 -87.59732,41.779279,0.0 -87.597365,41.779193,0.0 -87.597526,41.778925,0.0 -87.597668,41.778689,0.0 -87.597698,41.778638,0.0 -87.597785,41.778493,0.0 -87.59793,41.778253,0.0 -87.598072,41.778015,0.0 -87.59816,41.777868,0.0 -87.59818,41.777834,0.0 -87.598272,41.777681,0.0 -87.598355,41.777545,0.0 -87.598442,41.777402,0.0 -87.598531,41.777255,0.0 -87.598562,41.777153,0.0 -87.598559,41.776982,0.0 -87.598557,41.776863,0.0 -87.598795,41.776861,0.0 -87.598967,41.776859,0.0 -87.599164,41.776857,0.0 -87.599297,41.776855,0.0</coordinates></LineString><LineString><coordinates>-87.596047,41.773244,0.0 -87.596227,41.773243,0.0 -87.596494,41.77324,0.0 -87.596653,41.773239,0.0 -87.596806,41.773237,0.0 -87.59718,41.773233,0.0 -87.597265,41.773232,0.0 -87.597389,41.773234,0.0 -87.597592,41.773229,0.0 -87.597811,41.773226,0.0 -87.597868,41.773226,0.0 -87.598053,41.773224,0.0 -87.598271,41.773222,0.0 -87.59848,41.77322,0.0 -87.59864,41.773219,0.0 -87.598969,41.773216,0.0 -87.599082,41.773214,0.0 -87.599133,41.773214,0.0 -87.599483,41.77321,0.0 -87.599694,41.773208,0.0 -87.600006,41.773204,0.0 -87.600216,41.773203,0.0 -87.60029,41.773202,0.0 -87.600396,41.773201,0.0 -87.600669,41.773199,0.0 -87.600908,41.773196,0.0 -87.601145,41.773193,0.0 -87.601426,41.77319,0.0 -87.601722,41.773188,0.0 -87.602128,41.773184,0.0</coordinates></LineString></MultiGeometry>"
609821,BURNHAM,45,"<MultiGeometry><LineString><coordinates>-87.576533,41.720635,0.0 -87.576528,41.720396,0.0 -87.576518,41.719938,0.0 -87.576507,41.719499,0.0 -87.576506,41.719433,0.0 -87.576498,41.719122,0.0 -87.576492,41.718812,0.0 -87.577241,41.718803,0.0 -87.577057,41.718602,0.0 -87.576809,41.718329,0.0 -87.576535,41.718024,0.0 -87.576238,41.717693,0.0 -87.575962,41.717391,0.0 -87.575741,41.717152,0.0 -87.575698,41.717106,0.0 -87.575671,41.717077,0.0</coordinates></LineString><LineString><coordinates>-87.575319,41.720651,0.0 -87.57556,41.720647,0.0 -87.575752,41.720646,0.0 -87.57594,41.720643,0.0 -87.576213,41.72064,0.0 -87.576533,41.720635,0.0</coordinates></LineString><LineString><coordinates>-87.577748,41.720618,0.0 -87.577377,41.720623,0.0 -87.577144,41.720626,0.0 -87.576951,41.720628,0.0 -87.576716,41.720632,0.0 -87.576533,41.720635,0.0</coordinates></LineString><LineString><coordinates>-87.578819,41.720557,0.0 -87.578814,41.720559,0.0 -87.578713,41.720588,0.0 -87.578633,41.720603,0.0 -87.578549,41.720609,0.0 -87.57836,41.720611,0.0 -87.578089,41.720613,0.0 -87.577873,41.720616,0.0 -87.577748,41.720618,0.0</coordinates></LineString><LineString><coordinates>-87.577792,41.722446,0.0 -87.577781,41.721929,0.0 -87.577778,41.721784,0.0 -87.577763,41.721224,0.0 -87.577748,41.720618,0.0</coordinates></LineString><LineString><coordinates>-87.567012,41.713501,0.0 -87.56702,41.713962,0.0 -87.567022,41.714137,0.0 -87.567025,41.714339,0.0 -87.567029,41.714598,0.0 -87.567034,41.714843,0.0 -87.567043,41.715321,0.0</coordinates></LineString><LineString><coordinates>-87.559808,41.717273,0.0 -87.5598,41.716758,0.0 -87.559795,41.716418,0.0 -87.559791,41.716117,0.0 -87.559787,41.715869,0.0 -87.559787,41.71586,0.0 -87.559781,41.715412,0.0</coordinates></LineString><LineString><coordinates>-87.561115,41.717257,0.0 -87.560457,41.717265,0.0 -87.559808,41.717273,0.0</coordinates></LineString><LineString><coordinates>-87.559822,41.719022,0.0 -87.55982,41.718964,0.0 -87.559829,41.718824,0.0 -87.559824,41.718403,0.0 -87.559817,41.717952,0.0 -87.559813,41.717606,0.0 -87.559808,41.717273,0.0</coordinates></LineString></MultiGeometry>"
609852,CHAPPELL,46,"<LineString><coordinates>-87.669583,41.974347,0.0 -87.669584,41.974517,0.0 -87.669597,41.975093,0.0 -87.669602,41.975255,0.0 -87.669607,41.975419,0.0 -87.669618,41.976059,0.0 -87.66962,41.97618,0.0 -87.670233,41.976171,0.0 -87.6708,41.976163,0.0 -87.671356,41.976155,0.0 -87.671942,41.976147,0.0 -87.67208,41.976145,0.0 -87.67222,41.976143,0.0 -87.672592,41.976138,0.0 -87.672744,41.976136,0.0 -87.673679,41.976122,0.0 -87.67368,41.976122,0.0 -87.673984,41.976117,0.0 -87.674304,41.976113,0.0 -87.674413,41.976111,0.0 -87.674541,41.97611,0.0 -87.674584,41.976109,0.0 -87.674631,41.976107,0.0 -87.67473,41.976105,0.0 -87.674801,41.976103,0.0 -87.674923,41.976101,0.0 -87.67517,41.976099,0.0 -87.675444,41.976097,0.0 -87.675647,41.976095,0.0 -87.675669,41.976095,0.0 -87.676243,41.976086,0.0 -87.676413,41.976083,0.0 -87.676806,41.976077,0.0 -87.677152,41.976072,0.0 -87.677245,41.976071,0.0 -87.677723,41.976064,0.0 -87.677804,41.976063,0.0 -87.67789,41.976062,0.0 -87.678213,41.976059,0.0 -87.678646,41.976054,0.0 -87.678655,41.976054,0.0 -87.679012,41.976047,0.0 -87.679409,41.976041,0.0 -87.679777,41.976035,0.0 -87.680046,41.97603,0.0 -87.68021,41.976027,0.0 -87.680666,41.976019,0.0 -87.681247,41.976012,0.0 -87.681851,41.976005,0.0 -87.682339,41.975999,0.0 -87.682522,41.975997,0.0 -87.682774,41.975992,0.0 -87.683045,41.975988,0.0 -87.683304,41.975984,0.0 -87.683532,41.975981,0.0 -87.683817,41.975976,0.0 -87.68401,41.975973,0.0 -87.684296,41.975969,0.0</coordinates></LineString>"
