ID,School,RouteNumber,SafePassage
610513,AIR FORCE HS,110,"<MultiGeometry><LineString><coordinates>-87.633847,41.827272,0.0 -87.63427,41.827267,0.0 -87.63464,41.827262,0.0 -87.634927,41.827258,0.0 -87.635276,41.827253,0.0 -87.635694,41.827247,0.0 -87.6361,41.827242,0.0 -87.63617,41.827242,0.0 -87.636209,41.827241,0.0 -87.636298,41.827241,0.0 -87.63641,41.827239,0.0 -87.636812,41.827232,0.0 -87.636868,41.827231,0.0 -87.637143,41.827227,0.0 -87.637415,41.827222,0.0 -87.637769,41.827219,0.0</coordinates></LineString><LineString><coordinates>-87.636078,41.825412,0.0 -87.635823,41.825406,0.0 -87.635552,41.82541,0.0 -87.635275,41.825414,0.0 -87.63502,41.825397,0.0 -87.63475,41.825398,0.0 -87.634505,41.825399,0.0 -87.634316,41.825401,0.0 -87.633814,41.825404,0.0 -87.633816,41.82553,0.0 -87.633818,41.825634,0.0 -87.633821,41.825763,0.0 -87.633823,41.825891,0.0 -87.63383,41.826101,0.0 -87.63383,41.826115,0.0 -87.633832,41.826181,0.0 -87.633837,41.826357,0.0 -87.63384,41.826475,0.0 -87.633845,41.826697,0.0 -87.633849,41.826877,0.0 -87.633852,41.827011,0.0 -87.633857,41.827196,0.0 -87.633847,41.827272,0.0</coordinates></LineString><LineString><coordinates>-87.632633,41.827289,0.0 -87.632837,41.827286,0.0 -87.633157,41.827282,0.0 -87.633404,41.827278,0.0 -87.633461,41.827278,0.0 -87.633598,41.827276,0.0 -87.633847,41.827272,0.0</coordinates></LineString><LineString><coordinates>-87.633868,41.82812,0.0 -87.63384,41.827335,0.0 -87.633847,41.827272,0.0</coordinates></LineString><LineString><coordinates>-87.631407,41.826461,0.0 -87.63141,41.826614,0.0 -87.631416,41.826875,0.0 -87.631422,41.82713,0.0 -87.631427,41.827304,0.0 -87.631994,41.827297,0.0 -87.632206,41.827295,0.0 -87.632407,41.827292,0.0 -87.632633,41.827289,0.0</coordinates></LineString><LineString><coordinates>-87.632653,41.828155,0.0 -87.632647,41.827924,0.0 -87.632641,41.827658,0.0 -87.632633,41.827289,0.0</coordinates></LineString></MultiGeometry>"
610524,ALCOTT PREP HS,111,"<MultiGeometry><LineString><coordinates>-87.680681,41.935915,0.0 -87.6808,41.935915,0.0 -87.68113,41.935903,0.0 -87.68129,41.9359,0.0 -87.681373,41.935899,0.0 -87.681616,41.935896,0.0 -87.681897,41.935893,0.0</coordinates></LineString><LineString><coordinates>-87.680634,41.934088,0.0 -87.680641,41.934499,0.0 -87.680651,41.934852,0.0 -87.680655,41.934972,0.0 -87.680661,41.935195,0.0 -87.680667,41.935406,0.0 -87.680675,41.935689,0.0 -87.680681,41.935915,0.0</coordinates></LineString><LineString><coordinates>-87.678243,41.935938,0.0 -87.678729,41.935932,0.0 -87.678783,41.935932,0.0 -87.678841,41.935931,0.0 -87.678917,41.93593,0.0 -87.679039,41.935929,0.0 -87.679463,41.935924,0.0 -87.679835,41.935919,0.0 -87.679971,41.935918,0.0 -87.680063,41.935916,0.0 -87.680145,41.935915,0.0 -87.680293,41.935913,0.0 -87.680681,41.935915,0.0</coordinates></LineString></MultiGeometry>"
609848,ALDRIDGE/CARVER/CICS-BOND/CICS-HAWKINS/DUBOIS,112,"<MultiGeometry><LineString><coordinates>-87.614018,41.651841,0.0 -87.61402,41.652354,0.0 -87.614021,41.652443,0.0 -87.614021,41.652674,0.0 -87.614025,41.653659,0.0 -87.614646,41.653658,0.0 -87.614821,41.653658,0.0 -87.615356,41.653657,0.0 -87.615634,41.653657,0.0 -87.615873,41.653658,0.0 -87.615881,41.653658,0.0 -87.616081,41.653658,0.0 -87.616457,41.653654,0.0 -87.616684,41.653652,0.0 -87.617048,41.653648,0.0 -87.617256,41.653645,0.0 -87.617355,41.653604,0.0 -87.617974,41.653608,0.0</coordinates></LineString><LineString><coordinates>-87.607577,41.651864,0.0 -87.607579,41.652105,0.0 -87.607579,41.652392,0.0 -87.607581,41.652597,0.0 -87.607583,41.652817,0.0 -87.607584,41.653186,0.0 -87.607585,41.653457,0.0 -87.60759,41.653614,0.0 -87.607402,41.653749,0.0 -87.606804,41.653747,0.0 -87.605969,41.653746,0.0 -87.605883,41.653714,0.0 -87.60559,41.653715,0.0 -87.604943,41.653718,0.0 -87.604991,41.653955,0.0 -87.605043,41.654279,0.0</coordinates></LineString><LineString><coordinates>-87.605141,41.657329,0.0 -87.605137,41.656591,0.0 -87.605137,41.656341,0.0 -87.605135,41.655799,0.0 -87.605133,41.65535,0.0 -87.605123,41.655102,0.0 -87.605112,41.654884,0.0 -87.605101,41.65475,0.0 -87.605093,41.654667,0.0 -87.60508,41.654542,0.0 -87.605062,41.654417,0.0 -87.605061,41.654391,0.0 -87.605043,41.654279,0.0</coordinates></LineString><LineString><coordinates>-87.605141,41.657329,0.0 -87.605295,41.657328,0.0 -87.605691,41.65733,0.0 -87.606192,41.65733,0.0 -87.606446,41.65733,0.0 -87.606576,41.657331,0.0 -87.606938,41.65733,0.0 -87.607568,41.657329,0.0</coordinates></LineString><LineString><coordinates>-87.605043,41.654279,0.0 -87.604575,41.654316,0.0 -87.604178,41.654349,0.0 -87.603769,41.654383,0.0 -87.603455,41.654407,0.0 -87.603224,41.654425,0.0 -87.602854,41.654455,0.0 -87.602258,41.654504,0.0 -87.602245,41.654399,0.0 -87.602219,41.654242,0.0 -87.602145,41.653882,0.0 -87.601971,41.653212,0.0 -87.60182,41.653252,0.0 -87.601146,41.653438,0.0 -87.600693,41.653563,0.0 -87.6002,41.653698,0.0 -87.600136,41.653712,0.0 -87.599875,41.653768,0.0 -87.599767,41.653777,0.0 -87.599696,41.653787,0.0 -87.599507,41.653793,0.0 -87.599411,41.653796,0.0 -87.59875,41.653798,0.0 -87.598741,41.653799,0.0 -87.598203,41.6538,0.0 -87.597413,41.653802,0.0 -87.596864,41.653799,0.0 -87.59684,41.653832,0.0 -87.596821,41.653886,0.0 -87.596794,41.654059,0.0 -87.596775,41.654226,0.0 -87.596764,41.654364,0.0 -87.596758,41.654432,0.0 -87.596752,41.654563,0.0 -87.596749,41.654851,0.0 -87.596753,41.655007,0.0 -87.59677,41.655285,0.0 -87.596776,41.655373,0.0 -87.596802,41.655555,0.0 -87.596802,41.655556,0.0 -87.596811,41.655664,0.0 -87.596823,41.655737,0.0 -87.596834,41.655804,0.0 -87.59685,41.655899,0.0 -87.59688,41.656012,0.0 -87.596905,41.656079,0.0 -87.596974,41.656235,0.0 -87.597046,41.656361,0.0 -87.597117,41.656462,0.0 -87.597118,41.656465,0.0 -87.597373,41.656738,0.0 -87.597593,41.65691,0.0 -87.59776,41.657025,0.0 -87.597832,41.657071,0.0 -87.597859,41.657083,0.0 -87.59793,41.657118,0.0 -87.597973,41.657139,0.0 -87.598016,41.657154,0.0 -87.598122,41.657193,0.0 -87.598244,41.657224,0.0 -87.59852,41.657276,0.0 -87.59871,41.657302,0.0 -87.59875,41.657308,0.0 -87.59899,41.657331,0.0 -87.59913,41.657331,0.0 -87.59941,41.657311,0.0 -87.599794,41.657284,0.0 -87.599999,41.65727,0.0 -87.600461,41.657244,0.0 -87.600633,41.657237,0.0 -87.60116,41.657217,0.0 -87.601907,41.657205,0.0 -87.60234,41.657208,0.0 -87.602641,41.65721,0.0 -87.603118,41.657222,0.0 -87.603412,41.657235,0.0 -87.603607,41.657243,0.0 -87.604202,41.657279,0.0 -87.604702,41.657317,0.0 -87.604708,41.657317,0.0 -87.60485,41.657326,0.0 -87.604985,41.657329,0.0 -87.605141,41.657329,0.0</coordinates></LineString></MultiGeometry>"
609790,BARTON,113,"<MultiGeometry><LineString><coordinates>-87.669602,41.753927,0.0 -87.670814,41.753913,0.0 -87.671163,41.753909,0.0 -87.67203,41.753898,0.0 -87.672676,41.753891,0.0 -87.672736,41.753889,0.0 -87.672879,41.753887,0.0 -87.6731,41.753884,0.0 -87.673245,41.753883,0.0</coordinates></LineString><LineString><coordinates>-87.669602,41.753927,0.0 -87.669604,41.753976,0.0 -87.669608,41.754086,0.0 -87.669613,41.754258,0.0 -87.669618,41.754474,0.0 -87.669625,41.754717,0.0 -87.669631,41.754967,0.0 -87.669636,41.755123,0.0 -87.669641,41.755323,0.0 -87.669645,41.75548,0.0 -87.669649,41.75564,0.0 -87.669652,41.755748,0.0 -87.669767,41.755746,0.0 -87.670168,41.755741,0.0 -87.670259,41.75574,0.0 -87.670376,41.755738,0.0 -87.670866,41.755733,0.0 -87.670888,41.755733,0.0 -87.671037,41.755732,0.0 -87.671472,41.755728,0.0 -87.671526,41.755727,0.0 -87.671787,41.755725,0.0 -87.672081,41.75572,0.0 -87.672271,41.755718,0.0 -87.672593,41.755714,0.0 -87.672688,41.755713,0.0 -87.672954,41.755709,0.0 -87.673294,41.7557,0.0 -87.67329,41.755551,0.0 -87.673281,41.755226,0.0 -87.673274,41.754938,0.0 -87.673265,41.7546,0.0 -87.673257,41.754313,0.0 -87.67325,41.754063,0.0 -87.673245,41.753883,0.0</coordinates></LineString><LineString><coordinates>-87.673245,41.753883,0.0 -87.67324,41.753751,0.0 -87.67323,41.753388,0.0 -87.67322,41.75305,0.0 -87.673209,41.752638,0.0 -87.673201,41.752351,0.0 -87.673188,41.752105,0.0 -87.673188,41.752061,0.0 -87.672776,41.752066,0.0 -87.672588,41.752068,0.0 -87.672588,41.752068,0.0 -87.672276,41.752072,0.0 -87.671978,41.752077,0.0 -87.671592,41.752082,0.0 -87.671373,41.752085,0.0 -87.671373,41.752085,0.0 -87.671058,41.752089,0.0 -87.670926,41.752091,0.0 -87.670764,41.752093,0.0 -87.670471,41.752097,0.0 -87.670165,41.7521,0.0 -87.669743,41.752104,0.0 -87.669554,41.752108,0.0 -87.669556,41.752185,0.0 -87.66956,41.75234,0.0 -87.669566,41.752547,0.0 -87.669572,41.752794,0.0 -87.66958,41.753096,0.0 -87.669587,41.753366,0.0 -87.669594,41.753635,0.0 -87.669599,41.75383,0.0 -87.6696,41.75388,0.0 -87.669602,41.753927,0.0</coordinates></LineString></MultiGeometry>"
610238,BOND,114,"<MultiGeometry><LineString><coordinates>-87.652903,41.765079,0.0 -87.652899,41.76499,0.0 -87.652892,41.764627,0.0 -87.652889,41.764483,0.0 -87.652888,41.764471,0.0 -87.652884,41.764278,0.0 -87.65288,41.764078,0.0 -87.652875,41.763846,0.0 -87.652871,41.763621,0.0 -87.652866,41.763396,0.0 -87.652862,41.763264,0.0</coordinates></LineString><LineString><coordinates>-87.650436,41.763299,0.0 -87.650438,41.763408,0.0 -87.650444,41.763666,0.0 -87.650452,41.763986,0.0 -87.650459,41.764293,0.0 -87.650463,41.764469,0.0 -87.650464,41.764508,0.0 -87.650467,41.764648,0.0 -87.650471,41.764828,0.0 -87.650474,41.764928,0.0 -87.65048,41.765098,0.0 -87.65048,41.765119,0.0 -87.650764,41.765116,0.0 -87.651085,41.765111,0.0 -87.651092,41.765111,0.0 -87.651419,41.765105,0.0 -87.651695,41.7651,0.0 -87.651991,41.765094,0.0 -87.652304,41.765088,0.0 -87.652458,41.765085,0.0 -87.652465,41.765085,0.0 -87.652739,41.765081,0.0 -87.652903,41.765079,0.0</coordinates></LineString><LineString><coordinates>-87.652956,41.766901,0.0 -87.652952,41.766808,0.0 -87.65293,41.765994,0.0 -87.652917,41.765493,0.0 -87.652909,41.765211,0.0 -87.652903,41.765079,0.0</coordinates></LineString></MultiGeometry>"
609726,BROOKS HS,115,"<MultiGeometry><LineString><coordinates>-87.613382,41.692746,0.0 -87.613371,41.692393,0.0 -87.613368,41.692303,0.0 -87.613365,41.692206,0.0 -87.613357,41.691981,0.0 -87.613349,41.691679,0.0 -87.613342,41.691442,0.0 -87.61333,41.691062,0.0 -87.613326,41.69092,0.0 -87.613321,41.690713,0.0 -87.613316,41.690553,0.0 -87.613309,41.690315,0.0 -87.613301,41.690038,0.0 -87.613294,41.689812,0.0 -87.613286,41.689531,0.0 -87.613279,41.689299,0.0 -87.613274,41.68911,0.0 -87.613584,41.689104,0.0 -87.613745,41.689102,0.0 -87.614029,41.689096,0.0 -87.614295,41.689091,0.0 -87.614493,41.689088,0.0 -87.614698,41.689084,0.0 -87.614902,41.689081,0.0 -87.615169,41.689076,0.0 -87.615408,41.689072,0.0 -87.615704,41.689067,0.0 -87.615913,41.689063,0.0 -87.616093,41.68906,0.0 -87.616307,41.689056,0.0 -87.616539,41.689052,0.0 -87.616655,41.689049,0.0 -87.616922,41.689045,0.0 -87.617156,41.689041,0.0 -87.617439,41.689037,0.0 -87.617685,41.689032,0.0 -87.617883,41.689028,0.0 -87.618174,41.689025,0.0 -87.618177,41.689156,0.0 -87.618185,41.689412,0.0 -87.618195,41.689709,0.0 -87.618204,41.689985,0.0 -87.618213,41.690254,0.0 -87.61822,41.690504,0.0 -87.618225,41.690677,0.0 -87.61823,41.690836,0.0 -87.618235,41.690987,0.0 -87.618243,41.691252,0.0 -87.61825,41.691489,0.0 -87.618256,41.691726,0.0 -87.618264,41.691978,0.0 -87.61827,41.692137,0.0 -87.61827,41.692145,0.0 -87.618283,41.69251,0.0 -87.61829,41.692596,0.0 -87.618267,41.692659,0.0</coordinates></LineString><LineString><coordinates>-87.618267,41.692659,0.0 -87.618038,41.692662,0.0 -87.617602,41.692668,0.0 -87.617122,41.692676,0.0 -87.616615,41.692684,0.0 -87.6165,41.692686,0.0 -87.61601,41.692693,0.0 -87.615767,41.692697,0.0 -87.615761,41.692697,0.0</coordinates></LineString><LineString><coordinates>-87.615791,41.693773,0.0 -87.615761,41.692697,0.0</coordinates></LineString><LineString><coordinates>-87.615761,41.692697,0.0 -87.615247,41.692705,0.0 -87.614896,41.692711,0.0 -87.614555,41.692718,0.0 -87.614265,41.692724,0.0 -87.613921,41.692735,0.0 -87.613672,41.692743,0.0 -87.613382,41.692746,0.0</coordinates></LineString><LineString><coordinates>-87.61343,41.694574,0.0 -87.613425,41.694369,0.0 -87.613419,41.69415,0.0 -87.613411,41.693843,0.0 -87.613405,41.69363,0.0 -87.613398,41.69336,0.0 -87.613395,41.693215,0.0 -87.61339,41.693019,0.0 -87.613387,41.69291,0.0 -87.613382,41.692746,0.0</coordinates></LineString><LineString><coordinates>-87.618267,41.692659,0.0 -87.618241,41.692731,0.0 -87.618247,41.692834,0.0 -87.618258,41.693151,0.0 -87.618259,41.693169,0.0 -87.618265,41.693378,0.0 -87.618273,41.693674,0.0 -87.618281,41.693924,0.0 -87.618287,41.694161,0.0 -87.618292,41.694308,0.0 -87.618296,41.69446,0.0 -87.618302,41.694634,0.0 -87.61831,41.694937,0.0 -87.618318,41.695205,0.0 -87.618319,41.695266,0.0 -87.618324,41.695417,0.0 -87.61833,41.695616,0.0 -87.618331,41.695666,0.0 -87.618343,41.696091,0.0 -87.618349,41.696302,0.0</coordinates></LineString></MultiGeometry>"
609819,BURKE,116,"<MultiGeometry><LineString><coordinates>-87.616033,41.796656,0.0 -87.616692,41.796641,0.0 -87.616843,41.796639,0.0 -87.616957,41.796636,0.0 -87.617405,41.796627,0.0 -87.617656,41.796623,0.0</coordinates></LineString><LineString><coordinates>-87.615987,41.794809,0.0 -87.615991,41.795028,0.0 -87.616004,41.79553,0.0 -87.616008,41.795655,0.0 -87.616027,41.796389,0.0 -87.616033,41.796656,0.0</coordinates></LineString><LineString><coordinates>-87.617702,41.798444,0.0 -87.617416,41.798449,0.0 -87.616897,41.798458,0.0 -87.616639,41.798463,0.0 -87.616299,41.798469,0.0 -87.616079,41.798473,0.0 -87.61607,41.798066,0.0 -87.616053,41.797406,0.0 -87.616035,41.796721,0.0 -87.616033,41.796656,0.0</coordinates></LineString></MultiGeometry>"
609754,CHICAGO MILITARY HS,117,"<MultiGeometry><LineString><coordinates>-87.618412,41.831099,0.0 -87.618404,41.830717,0.0 -87.618392,41.830198,0.0 -87.618385,41.829803,0.0 -87.618383,41.829682,0.0 -87.619308,41.829663,0.0 -87.619311,41.829809,0.0 -87.619335,41.830706,0.0 -87.619344,41.83101,0.0 -87.619339,41.83109,0.0 -87.619226,41.831091,0.0 -87.618625,41.831096,0.0 -87.618412,41.831099,0.0</coordinates></LineString><LineString><coordinates>-87.618412,41.831099,0.0 -87.618125,41.831104,0.0 -87.617957,41.831106,0.0 -87.617616,41.831111,0.0 -87.617319,41.83111,0.0</coordinates></LineString></MultiGeometry>"
610347,CLAREMONT,118,"<MultiGeometry><LineString><coordinates>-87.682323,41.779204,0.0 -87.682473,41.779202,0.0 -87.682749,41.779198,0.0 -87.68296,41.779194,0.0 -87.683216,41.779191,0.0 -87.683645,41.779224,0.0 -87.683639,41.77902,0.0 -87.683637,41.778931,0.0 -87.683635,41.778837,0.0 -87.683634,41.778789,0.0 -87.683632,41.778731,0.0 -87.683631,41.778666,0.0 -87.683629,41.778584,0.0 -87.683627,41.77849,0.0 -87.683625,41.778383,0.0 -87.683624,41.778346,0.0 -87.683619,41.778148,0.0 -87.683614,41.777957,0.0 -87.683609,41.777777,0.0 -87.683603,41.777538,0.0 -87.6836,41.777425,0.0 -87.683333,41.777402,0.0 -87.683165,41.777405,0.0 -87.68303,41.777407,0.0 -87.68285,41.77741,0.0 -87.682838,41.77741,0.0 -87.682654,41.777413,0.0 -87.682479,41.777416,0.0 -87.682245,41.77742,0.0</coordinates></LineString><LineString><coordinates>-87.682245,41.77742,0.0 -87.682063,41.777423,0.0 -87.681831,41.777426,0.0 -87.681633,41.777428,0.0 -87.681616,41.777429,0.0 -87.681425,41.777431,0.0 -87.681209,41.777434,0.0 -87.681028,41.777437,0.0</coordinates></LineString><LineString><coordinates>-87.682245,41.77742,0.0 -87.68225,41.777579,0.0 -87.682255,41.77777,0.0 -87.682258,41.777866,0.0 -87.682262,41.778033,0.0 -87.682266,41.778165,0.0 -87.68227,41.778326,0.0 -87.682271,41.778375,0.0 -87.682274,41.77848,0.0 -87.682278,41.778627,0.0 -87.68228,41.7787,0.0 -87.682281,41.778726,0.0 -87.682283,41.77882,0.0 -87.682287,41.778944,0.0 -87.682289,41.779039,0.0 -87.682323,41.779204,0.0</coordinates></LineString><LineString><coordinates>-87.681097,41.779221,0.0 -87.681239,41.77922,0.0 -87.681475,41.779216,0.0 -87.682142,41.779207,0.0 -87.682323,41.779204,0.0</coordinates></LineString><LineString><coordinates>-87.681028,41.777437,0.0 -87.681031,41.777559,0.0 -87.681034,41.777673,0.0 -87.681037,41.777787,0.0 -87.68104,41.777907,0.0 -87.681042,41.778008,0.0 -87.681045,41.778103,0.0 -87.681047,41.778205,0.0 -87.68105,41.778319,0.0 -87.681051,41.778368,0.0 -87.681052,41.778409,0.0 -87.681056,41.778556,0.0 -87.681059,41.778709,0.0 -87.681059,41.778719,0.0 -87.681062,41.778845,0.0 -87.681066,41.778981,0.0 -87.681068,41.779086,0.0 -87.681097,41.779221,0.0</coordinates></LineString><LineString><coordinates>-87.681028,41.777437,0.0 -87.680809,41.77744,0.0 -87.680618,41.777443,0.0 -87.680419,41.777446,0.0 -87.680411,41.777446,0.0 -87.680227,41.777448,0.0 -87.679831,41.777454,0.0 -87.679814,41.777454,0.0 -87.679818,41.77759,0.0 -87.679826,41.777896,0.0 -87.679829,41.777995,0.0 -87.679832,41.77812,0.0 -87.679837,41.778319,0.0 -87.679838,41.778361,0.0 -87.679841,41.778449,0.0 -87.679845,41.77859,0.0 -87.679848,41.778726,0.0 -87.679849,41.778738,0.0 -87.679852,41.778856,0.0 -87.679855,41.778979,0.0 -87.67986,41.779242,0.0 -87.679996,41.779239,0.0 -87.680209,41.779236,0.0 -87.680484,41.779231,0.0 -87.680602,41.779229,0.0 -87.68083,41.779224,0.0 -87.680965,41.779222,0.0 -87.681097,41.779221,0.0</coordinates></LineString></MultiGeometry>"
609769,"GRAHAM,R HS",119,"<MultiGeometry><LineString><coordinates>-87.625465,41.851096,0.0 -87.625781,41.851092,0.0 -87.62623,41.851086,0.0 -87.626287,41.851085,0.0 -87.626326,41.851085,0.0 -87.626444,41.851084,0.0 -87.626623,41.851082,0.0 -87.62705,41.851074,0.0 -87.627044,41.850852,0.0 -87.62704,41.850673,0.0 -87.627033,41.850359,0.0 -87.627027,41.850109,0.0 -87.627021,41.849796,0.0 -87.627015,41.849496,0.0 -87.627009,41.849248,0.0 -87.626401,41.849257,0.0 -87.626358,41.849258,0.0 -87.62628,41.849259,0.0 -87.626254,41.849259,0.0 -87.625963,41.849265,0.0 -87.625684,41.849269,0.0 -87.625422,41.849272,0.0</coordinates></LineString><LineString><coordinates>-87.625422,41.849272,0.0 -87.625427,41.849562,0.0 -87.625433,41.849758,0.0 -87.625436,41.849888,0.0 -87.625439,41.850007,0.0 -87.625447,41.850304,0.0 -87.625454,41.850611,0.0 -87.62546,41.850877,0.0 -87.625465,41.851096,0.0</coordinates></LineString><LineString><coordinates>-87.625422,41.849272,0.0 -87.624986,41.849278,0.0 -87.624685,41.849282,0.0 -87.624562,41.849284,0.0 -87.624251,41.849288,0.0 -87.624045,41.849291,0.0 -87.62394,41.849293,0.0 -87.623721,41.849296,0.0 -87.623724,41.849429,0.0 -87.623732,41.84976,0.0 -87.623763,41.850977,0.0 -87.623765,41.851121,0.0 -87.624003,41.851119,0.0 -87.624025,41.851119,0.0 -87.624362,41.851113,0.0 -87.624603,41.851109,0.0 -87.624686,41.851108,0.0 -87.625059,41.851102,0.0 -87.625465,41.851096,0.0</coordinates></LineString></MultiGeometry>"
609964,HAMLINE / CHAVEZ,120,"<MultiGeometry><LineString><coordinates>-87.666145,41.806777,0.0 -87.666417,41.806775,0.0 -87.666752,41.806773,0.0 -87.666796,41.806772,0.0 -87.667114,41.806769,0.0 -87.667359,41.806767,0.0 -87.667684,41.806763,0.0 -87.668001,41.806759,0.0 -87.668333,41.806755,0.0 -87.668571,41.806754,0.0</coordinates></LineString><LineString><coordinates>-87.666104,41.804958,0.0 -87.666103,41.805104,0.0 -87.666108,41.805339,0.0 -87.666115,41.805618,0.0 -87.666118,41.805725,0.0 -87.666125,41.806038,0.0 -87.666133,41.806334,0.0 -87.666141,41.80657,0.0 -87.666145,41.806777,0.0</coordinates></LineString><LineString><coordinates>-87.662494,41.80682,0.0 -87.662787,41.806818,0.0 -87.663072,41.806815,0.0 -87.663103,41.806814,0.0 -87.663453,41.806809,0.0 -87.663707,41.806806,0.0 -87.663992,41.806803,0.0 -87.664247,41.8068,0.0 -87.664304,41.806799,0.0 -87.664641,41.806793,0.0 -87.664927,41.80679,0.0 -87.665275,41.806787,0.0 -87.665552,41.806784,0.0 -87.665608,41.806783,0.0 -87.665972,41.806778,0.0 -87.666145,41.806777,0.0</coordinates></LineString><LineString><coordinates>-87.66128,41.806839,0.0 -87.661567,41.806835,0.0 -87.661883,41.80683,0.0 -87.661883,41.80683,0.0 -87.662234,41.806822,0.0 -87.662494,41.80682,0.0</coordinates></LineString><LineString><coordinates>-87.660064,41.806854,0.0 -87.660305,41.806851,0.0 -87.660621,41.806847,0.0 -87.660675,41.806847,0.0 -87.660885,41.806844,0.0 -87.661134,41.80684,0.0 -87.661192,41.80684,0.0 -87.66128,41.806839,0.0</coordinates></LineString><LineString><coordinates>-87.666145,41.806777,0.0 -87.66615,41.807034,0.0 -87.666155,41.807247,0.0 -87.666162,41.807533,0.0 -87.666172,41.807901,0.0 -87.666179,41.808145,0.0 -87.66618,41.808174,0.0 -87.666188,41.808446,0.0 -87.666189,41.808594,0.0</coordinates></LineString><LineString><coordinates>-87.662494,41.80682,0.0 -87.6625,41.806977,0.0 -87.662505,41.807167,0.0 -87.662514,41.807547,0.0 -87.662519,41.80782,0.0 -87.662524,41.808176,0.0 -87.662525,41.808198,0.0 -87.662537,41.808495,0.0 -87.662539,41.808645,0.0</coordinates></LineString><LineString><coordinates>-87.66128,41.806839,0.0 -87.661286,41.807065,0.0 -87.661292,41.807291,0.0 -87.661301,41.807658,0.0 -87.661308,41.807919,0.0 -87.661315,41.80822,0.0 -87.661315,41.808227,0.0 -87.661322,41.808489,0.0 -87.661324,41.808661,0.0</coordinates></LineString></MultiGeometry>"
609987,HENDRICKS,121,"<LineString><coordinates>-87.6312,41.816426,0.0 -87.631548,41.816421,0.0 -87.631763,41.816416,0.0 -87.632056,41.81641,0.0 -87.632369,41.816409,0.0 -87.632678,41.816408,0.0 -87.63296,41.816403,0.0 -87.633058,41.816402,0.0 -87.633569,41.816392,0.0 -87.633579,41.816391,0.0 -87.633864,41.816385,0.0 -87.634379,41.816379,0.0 -87.634724,41.816373,0.0 -87.634714,41.81604,0.0 -87.634709,41.815895,0.0 -87.634705,41.815738,0.0 -87.634698,41.81547,0.0 -87.63439,41.815473,0.0 -87.634164,41.815477,0.0 -87.634119,41.815478,0.0 -87.633751,41.815486,0.0 -87.633589,41.815489,0.0 -87.633551,41.815487,0.0 -87.633389,41.815487,0.0 -87.632987,41.815496,0.0 -87.632948,41.815496,0.0 -87.632618,41.815503,0.0 -87.632348,41.815506,0.0 -87.631907,41.81551,0.0 -87.631742,41.815512,0.0 -87.631685,41.815512,0.0 -87.63118,41.815517,0.0 -87.631185,41.815688,0.0 -87.631179,41.816036,0.0 -87.631179,41.816037,0.0 -87.631199,41.816404,0.0 -87.6312,41.816426,0.0 -87.631202,41.81645,0.0 -87.631205,41.816509,0.0 -87.631196,41.81672,0.0 -87.631195,41.816731,0.0 -87.631194,41.81675,0.0 -87.631229,41.817038,0.0 -87.631234,41.81721,0.0 -87.631241,41.817423,0.0 -87.631245,41.817613,0.0 -87.63125,41.817838,0.0 -87.631255,41.818017,0.0 -87.631259,41.818132,0.0 -87.631262,41.818255,0.0</coordinates></LineString>"
