Long Tract,Short Tract,geometry,TRACT,Tier 2015,Tier 2014,Tier 2013,Tier 2012,Tier 2011,Number of School Age Children,Estimated Median Family Income Cumulative Percentage,Educational Attainment Score Cumulative Percentage,% of Single Parent Households Cumulative Percentage,% of Owner Occupied Homes Cumulative Percentage,% of Population Speaking a Language Other than English Cumulative Percentage,Weighted Average ISAT Performance at Attendance Area Schools Cumulative Percentage,6-Factor Socioeconomic Score
17031010100,101,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-87.663686,42.019406,0.0 -87.663716,42.019565,0.0 -87.663863,42.019532,0.0 -87.664017,42.019977,0.0 -87.664083,42.020169,0.0 -87.663848,42.020224,0.0 -87.663855,42.020367,0.0 -87.663796,42.020388,0.0 -87.664061,42.021355,0.0 -87.664267,42.0213,0.0 -87.664392,42.021404,0.0 -87.664458,42.021487,0.0 -87.66451,42.021597,0.0 -87.664532,42.021706,0.0 -87.664584,42.021756,0.0 -87.664657,42.021767,0.0 -87.66476,42.021926,0.0 -87.664642,42.021948,0.0 -87.664737,42.02212,0.0 -87.664797,42.022228,0.0 -87.665106,42.022782,0.0 -87.665128,42.022969,0.0 -87.66511,42.023027,0.0 -87.665162,42.023034,0.0 -87.665319,42.023055,0.0 -87.665372,42.023062,0.0 -87.665863,42.023143,0.0 -87.666812,42.023126,0.0 -87.671153,42.02305,0.0 -87.671175,42.02305,0.0 -87.671891,42.02306,0.0 -87.6726,42.023071,0.0 -87.67352,42.023046,0.0 -87.675974,42.022982,0.0 -87.676283,42.022973,0.0 -87.677205,42.02295,0.0 -87.677186,42.022872,0.0 -87.677129,42.022638,0.0 -87.67711,42.02256,0.0 -87.676348,42.021936,0.0 -87.674064,42.020067,0.0 -87.673556,42.019652,0.0 -87.673364,42.019382,0.0 -87.673116,42.019394,0.0 -87.672877,42.019392,0.0 -87.672512,42.019391,0.0 -87.672161,42.019388,0.0 -87.671923,42.019386,0.0 -87.671805,42.019385,0.0 -87.671453,42.019382,0.0 -87.671336,42.019382,0.0 -87.671218,42.019381,0.0 -87.670864,42.01938,0.0 -87.670747,42.01938,0.0 -87.670498,42.019378,0.0 -87.670125,42.019376,0.0 -87.669752,42.019373,0.0 -87.669633,42.019373,0.0 -87.669504,42.019372,0.0 -87.669253,42.019371,0.0 -87.668873,42.01937,0.0 -87.668501,42.019371,0.0 -87.668251,42.019373,0.0 -87.66825,42.019342,0.0 -87.668249,42.019252,0.0 -87.668249,42.019222,0.0 -87.667808,42.019229,0.0 -87.666812,42.019245,0.0 -87.666485,42.01925,0.0 -87.666044,42.019257,0.0 -87.665748,42.019261,0.0 -87.665275,42.019269,0.0 -87.664863,42.019275,0.0 -87.664568,42.019281,0.0 -87.664433,42.019284,0.0 -87.664028,42.019295,0.0 -87.663894,42.019299,0.0 -87.663851,42.0193,0.0 -87.663848,42.019351,0.0 -87.663686,42.019406,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",101,2,2,2,2,2,753,56.05%,79.63%,33.20%,7.01%,63.25%,18.76%,42.98%
17031010201,102.01,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-87.680101,42.012546,0.0 -87.679859,42.012551,0.0 -87.678609,42.012575,0.0 -87.678193,42.012583,0.0 -87.677691,42.012591,0.0 -87.676185,42.012616,0.0 -87.675759,42.012624,0.0 -87.675684,42.012625,0.0 -87.675694,42.012854,0.0 -87.675724,42.013541,0.0 -87.675735,42.013771,0.0 -87.675792,42.014154,0.0 -87.675966,42.015303,0.0 -87.676024,42.015687,0.0 -87.676116,42.016133,0.0 -87.676205,42.016565,0.0 -87.676432,42.017465,0.0 -87.676545,42.017908,0.0 -87.676608,42.01821,0.0 -87.676797,42.019116,0.0 -87.676861,42.019419,0.0 -87.676982,42.019418,0.0 -87.677016,42.019417,0.0 -87.6771,42.019416,0.0 -87.677161,42.019419,0.0 -87.677286,42.019435,0.0 -87.677483,42.019436,0.0 -87.677639,42.019437,0.0 -87.677713,42.019437,0.0 -87.677936,42.019437,0.0 -87.678011,42.019438,0.0 -87.678217,42.019439,0.0 -87.678344,42.01944,0.0 -87.678836,42.019443,0.0 -87.679043,42.019445,0.0 -87.679232,42.019446,0.0 -87.679476,42.019447,0.0 -87.679748,42.019449,0.0 -87.680209,42.019452,0.0 -87.680454,42.019455,0.0 -87.68069,42.019456,0.0 -87.681399,42.019462,0.0 -87.681636,42.019465,0.0 -87.681872,42.019467,0.0 -87.68258,42.019473,0.0 -87.682817,42.019475,0.0 -87.682982,42.019476,0.0 -87.683317,42.019479,0.0 -87.683907,42.019485,0.0 -87.684323,42.019489,0.0 -87.684659,42.019493,0.0 -87.684645,42.019356,0.0 -87.68462,42.019187,0.0 -87.684577,42.018879,0.0 -87.684504,42.01827,0.0 -87.684468,42.017964,0.0 -87.684447,42.017773,0.0 -87.684435,42.017671,0.0 -87.684336,42.016795,0.0 -87.684303,42.016504,0.0 -87.68427,42.016232,0.0 -87.684244,42.016015,0.0 -87.684175,42.015468,0.0 -87.684164,42.015421,0.0 -87.684141,42.015323,0.0 -87.684089,42.015159,0.0 -87.684009,42.014935,0.0 -87.683772,42.014266,0.0 -87.683694,42.014043,0.0 -87.683572,42.0137,0.0 -87.683209,42.012674,0.0 -87.683135,42.012463,0.0 -87.683092,42.012331,0.0 -87.68301,42.012364,0.0 -87.682767,42.012466,0.0 -87.682752,42.012473,0.0 -87.682689,42.012505,0.0 -87.682346,42.01251,0.0 -87.682206,42.012512,0.0 -87.680758,42.012536,0.0 -87.680276,42.012544,0.0 -87.680101,42.012546,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",102.01,2,2,3,3,2,1282,45.58%,72.11%,49.28%,37.58%,48.12%,31.71%,47.40%
17031010202,102.02,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-87.673364,42.019382,0.0 -87.673383,42.019376,0.0 -87.673547,42.019385,0.0 -87.67374,42.019399,0.0 -87.673984,42.019403,0.0 -87.675687,42.01941,0.0 -87.676076,42.019403,0.0 -87.676313,42.019411,0.0 -87.676422,42.019414,0.0 -87.676476,42.019416,0.0 -87.676751,42.019418,0.0 -87.676836,42.019419,0.0 -87.676861,42.019419,0.0 -87.676797,42.019116,0.0 -87.676608,42.01821,0.0 -87.676545,42.017908,0.0 -87.676432,42.017465,0.0 -87.676205,42.016565,0.0 -87.676116,42.016133,0.0 -87.676024,42.015687,0.0 -87.675966,42.015303,0.0 -87.675792,42.014154,0.0 -87.675735,42.013771,0.0 -87.675724,42.013541,0.0 -87.675694,42.012854,0.0 -87.675684,42.012625,0.0 -87.675636,42.012626,0.0 -87.675606,42.012626,0.0 -87.675475,42.012623,0.0 -87.67547,42.012623,0.0 -87.674851,42.012637,0.0 -87.674644,42.012643,0.0 -87.674189,42.012651,0.0 -87.673841,42.012658,0.0 -87.672826,42.012675,0.0 -87.672372,42.012683,0.0 -87.671938,42.01269,0.0 -87.670637,42.012714,0.0 -87.670204,42.012722,0.0 -87.670212,42.012947,0.0 -87.670225,42.013305,0.0 -87.670236,42.013622,0.0 -87.670244,42.013848,0.0 -87.670251,42.014065,0.0 -87.670262,42.014392,0.0 -87.670273,42.014719,0.0 -87.670281,42.014937,0.0 -87.670288,42.015149,0.0 -87.6703,42.015475,0.0 -87.67031,42.015788,0.0 -87.670318,42.016002,0.0 -87.670324,42.016169,0.0 -87.670337,42.016526,0.0 -87.67034,42.01667,0.0 -87.670342,42.016758,0.0 -87.670341,42.016838,0.0 -87.67034,42.016883,0.0 -87.67034,42.016909,0.0 -87.670337,42.016993,0.0 -87.670336,42.017018,0.0 -87.670335,42.017064,0.0 -87.670331,42.017173,0.0 -87.670334,42.017279,0.0 -87.670346,42.017616,0.0 -87.670355,42.017926,0.0 -87.670362,42.018142,0.0 -87.670363,42.018186,0.0 -87.670368,42.018321,0.0 -87.67037,42.018366,0.0 -87.670466,42.018319,0.0 -87.670755,42.018181,0.0 -87.670852,42.018134,0.0 -87.67106,42.018034,0.0 -87.671113,42.018083,0.0 -87.6713,42.018276,0.0 -87.671346,42.018339,0.0 -87.671336,42.019382,0.0 -87.671453,42.019382,0.0 -87.671805,42.019385,0.0 -87.671923,42.019386,0.0 -87.672161,42.019388,0.0 -87.672512,42.019391,0.0 -87.672877,42.019392,0.0 -87.673116,42.019394,0.0 -87.673364,42.019382,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",102.02,3,3,3,2,3,403,69.65%,77.44%,50.97%,15.33%,50.42%,28.01%,48.64%
17031010300,103,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-87.665066,42.012809,0.0 -87.664236,42.012824,0.0 -87.663953,42.012829,0.0 -87.663459,42.012838,0.0 -87.663219,42.012842,0.0 -87.6625,42.012855,0.0 -87.662261,42.01286,0.0 -87.661493,42.012829,0.0 -87.66148,42.012831,0.0 -87.661256,42.012889,0.0 -87.661323,42.013001,0.0 -87.661362,42.013064,0.0 -87.661443,42.013163,0.0 -87.661498,42.013346,0.0 -87.661537,42.013472,0.0 -87.66156,42.013547,0.0 -87.661575,42.013577,0.0 -87.661729,42.01388,0.0 -87.661781,42.013981,0.0 -87.661888,42.014193,0.0 -87.662097,42.014602,0.0 -87.662105,42.014728,0.0 -87.662158,42.014845,0.0 -87.662256,42.015063,0.0 -87.662363,42.0153,0.0 -87.662392,42.015365,0.0 -87.662473,42.015771,0.0 -87.662679,42.015826,0.0 -87.662687,42.01591,0.0 -87.662715,42.01617,0.0 -87.662745,42.016408,0.0 -87.662818,42.016628,0.0 -87.663149,42.016924,0.0 -87.663147,42.016966,0.0 -87.663139,42.017206,0.0 -87.663135,42.017314,0.0 -87.663115,42.017425,0.0 -87.663083,42.017616,0.0 -87.663208,42.017885,0.0 -87.663275,42.018045,0.0 -87.663296,42.018094,0.0 -87.663259,42.018258,0.0 -87.663237,42.018461,0.0 -87.663283,42.018491,0.0 -87.663583,42.018692,0.0 -87.66376,42.018956,0.0 -87.663794,42.019051,0.0 -87.663856,42.019219,0.0 -87.663851,42.0193,0.0 -87.663894,42.019299,0.0 -87.664028,42.019295,0.0 -87.664433,42.019284,0.0 -87.664568,42.019281,0.0 -87.664863,42.019275,0.0 -87.665275,42.019269,0.0 -87.665748,42.019261,0.0 -87.666044,42.019257,0.0 -87.666485,42.01925,0.0 -87.666812,42.019245,0.0 -87.667808,42.019229,0.0 -87.668249,42.019222,0.0 -87.668249,42.019252,0.0 -87.66825,42.019342,0.0 -87.668251,42.019373,0.0 -87.668501,42.019371,0.0 -87.668873,42.01937,0.0 -87.669253,42.019371,0.0 -87.669504,42.019372,0.0 -87.669633,42.019373,0.0 -87.669752,42.019373,0.0 -87.670125,42.019376,0.0 -87.670498,42.019378,0.0 -87.670747,42.01938,0.0 -87.670864,42.01938,0.0 -87.671218,42.019381,0.0 -87.671336,42.019382,0.0 -87.671346,42.018339,0.0 -87.6713,42.018276,0.0 -87.671113,42.018083,0.0 -87.67106,42.018034,0.0 -87.670852,42.018134,0.0 -87.670755,42.018181,0.0 -87.670466,42.018319,0.0 -87.67037,42.018366,0.0 -87.670368,42.018321,0.0 -87.670363,42.018186,0.0 -87.670362,42.018142,0.0 -87.670355,42.017926,0.0 -87.670346,42.017616,0.0 -87.670334,42.017279,0.0 -87.670331,42.017173,0.0 -87.670335,42.017064,0.0 -87.670336,42.017018,0.0 -87.670337,42.016993,0.0 -87.67034,42.016909,0.0 -87.67034,42.016883,0.0 -87.670341,42.016838,0.0 -87.670342,42.016758,0.0 -87.67034,42.01667,0.0 -87.670337,42.016526,0.0 -87.670324,42.016169,0.0 -87.670318,42.016002,0.0 -87.67031,42.015788,0.0 -87.6703,42.015475,0.0 -87.670288,42.015149,0.0 -87.670281,42.014937,0.0 -87.670273,42.014719,0.0 -87.670262,42.014392,0.0 -87.670251,42.014065,0.0 -87.670244,42.013848,0.0 -87.670236,42.013622,0.0 -87.670225,42.013305,0.0 -87.670212,42.012947,0.0 -87.670204,42.012722,0.0 -87.669769,42.012729,0.0 -87.668467,42.012752,0.0 -87.668033,42.01276,0.0 -87.667686,42.012765,0.0 -87.666646,42.012782,0.0 -87.666377,42.012787,0.0 -87.6663,42.012788,0.0 -87.666228,42.012789,0.0 -87.666225,42.012789,0.0 -87.666145,42.012791,0.0 -87.666004,42.012793,0.0 -87.66593,42.012795,0.0 -87.665435,42.012803,0.0 -87.665066,42.012809,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",103,3,2,3,3,3,707,57.30%,67.45%,70.72%,30.00%,50.02%,20.90%,49.40%
17031010400,104,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-87.650809,41.998493,0.0 -87.653204,42.006356,0.0 -87.655362,42.013439,0.0 -87.65654,42.013328,0.0 -87.660077,42.012999,0.0 -87.661256,42.012889,0.0 -87.66148,42.012831,0.0 -87.661493,42.012829,0.0 -87.662261,42.01286,0.0 -87.6625,42.012855,0.0 -87.663219,42.012842,0.0 -87.663459,42.012838,0.0 -87.663399,42.01272,0.0 -87.663341,42.012596,0.0 -87.662998,42.011868,0.0 -87.662952,42.01177,0.0 -87.662894,42.011621,0.0 -87.662813,42.011378,0.0 -87.662571,42.010651,0.0 -87.662491,42.010409,0.0 -87.662411,42.010165,0.0 -87.662174,42.009434,0.0 -87.662095,42.009191,0.0 -87.662015,42.00895,0.0 -87.661777,42.008227,0.0 -87.661698,42.007987,0.0 -87.661618,42.007744,0.0 -87.66138,42.007017,0.0 -87.661301,42.006775,0.0 -87.661222,42.00653,0.0 -87.661125,42.00623,0.0 -87.661029,42.005955,0.0 -87.660985,42.005797,0.0 -87.660948,42.005665,0.0 -87.660926,42.005548,0.0 -87.660896,42.005394,0.0 -87.660894,42.005365,0.0 -87.660866,42.00481,0.0 -87.660857,42.004625,0.0 -87.660854,42.00454,0.0 -87.660827,42.003689,0.0 -87.660789,42.002559,0.0 -87.660757,42.001712,0.0 -87.660752,42.00154,0.0 -87.660745,42.001389,0.0 -87.660731,42.001074,0.0 -87.660732,42.000982,0.0 -87.660733,42.000936,0.0 -87.660734,42.000893,0.0 -87.660731,42.000786,0.0 -87.660729,42.000751,0.0 -87.660727,42.000672,0.0 -87.660726,42.000649,0.0 -87.660725,42.000615,0.0 -87.660723,42.000581,0.0 -87.660719,42.00048,0.0 -87.660718,42.000447,0.0 -87.660709,42.000234,0.0 -87.660703,42.000084,0.0 -87.660666,41.99905,0.0 -87.66066,41.998995,0.0 -87.66065,41.998891,0.0 -87.660613,41.998636,0.0 -87.6606,41.998548,0.0 -87.660564,41.998293,0.0 -87.660563,41.998285,0.0 -87.660559,41.998197,0.0 -87.660424,41.998198,0.0 -87.660019,41.998203,0.0 -87.659885,41.998205,0.0 -87.659778,41.998205,0.0 -87.659766,41.998206,0.0 -87.659459,41.99821,0.0 -87.659438,41.998211,0.0 -87.659353,41.998211,0.0 -87.659295,41.998211,0.0 -87.659221,41.998212,0.0 -87.659215,41.998212,0.0 -87.659167,41.998212,0.0 -87.6588,41.998215,0.0 -87.658663,41.998217,0.0 -87.658344,41.99822,0.0 -87.657771,41.998227,0.0 -87.657387,41.998231,0.0 -87.657069,41.998236,0.0 -87.656839,41.998237,0.0 -87.656371,41.99824,0.0 -87.656151,41.998242,0.0 -87.65601,41.998244,0.0 -87.655922,41.99824,0.0 -87.655763,41.99824,0.0 -87.65529,41.99824,0.0 -87.655132,41.998241,0.0 -87.655135,41.998309,0.0 -87.655003,41.998304,0.0 -87.655006,41.998325,0.0 -87.650809,41.998493,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",104,3,3,3,3,3,275,80.43%,92.14%,83.50%,10.47%,58.13%,46.58%,61.87%
17031010501,105.01,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-87.665066,42.012809,0.0 -87.665435,42.012803,0.0 -87.66593,42.012795,0.0 -87.66592,42.01255,0.0 -87.665905,42.01218,0.0 -87.66589,42.011815,0.0 -87.665886,42.011699,0.0 -87.665876,42.011571,0.0 -87.665866,42.01146,0.0 -87.66586,42.011327,0.0 -87.665846,42.01096,0.0 -87.665832,42.010596,0.0 -87.665824,42.010353,0.0 -87.665816,42.010109,0.0 -87.665806,42.009739,0.0 -87.665793,42.009379,0.0 -87.665785,42.009136,0.0 -87.665776,42.008893,0.0 -87.665751,42.008165,0.0 -87.665743,42.007923,0.0 -87.665734,42.007679,0.0 -87.66571,42.006947,0.0 -87.665703,42.006704,0.0 -87.665562,42.006706,0.0 -87.665142,42.006715,0.0 -87.665002,42.006718,0.0 -87.66474,42.006721,0.0 -87.664357,42.006727,0.0 -87.663956,42.006734,0.0 -87.663695,42.00674,0.0 -87.663216,42.006747,0.0 -87.663049,42.00675,0.0 -87.663025,42.00613,0.0 -87.662517,42.006143,0.0 -87.661875,42.006149,0.0 -87.662033,42.006656,0.0 -87.662033,42.006766,0.0 -87.661779,42.006769,0.0 -87.661301,42.006775,0.0 -87.66138,42.007017,0.0 -87.661618,42.007744,0.0 -87.661698,42.007987,0.0 -87.661777,42.008227,0.0 -87.662015,42.00895,0.0 -87.662095,42.009191,0.0 -87.662174,42.009434,0.0 -87.662411,42.010165,0.0 -87.662491,42.010409,0.0 -87.662571,42.010651,0.0 -87.662813,42.011378,0.0 -87.662894,42.011621,0.0 -87.662952,42.01177,0.0 -87.662998,42.011868,0.0 -87.663341,42.012596,0.0 -87.663399,42.01272,0.0 -87.663459,42.012838,0.0 -87.663953,42.012829,0.0 -87.664236,42.012824,0.0 -87.665066,42.012809,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",105.01,2,2,2,2,2,408,4.45%,89.78%,25.53%,5.60%,64.91%,52.56%,40.47%
17031010502,105.02,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-87.665727,42.004987,0.0 -87.665717,42.00468,0.0 -87.665716,42.004667,0.0 -87.665711,42.004467,0.0 -87.665706,42.0043,0.0 -87.665691,42.003799,0.0 -87.665687,42.003632,0.0 -87.665683,42.00348,0.0 -87.665676,42.003269,0.0 -87.665656,42.002639,0.0 -87.66565,42.002429,0.0 -87.665227,42.002433,0.0 -87.664958,42.002437,0.0 -87.663961,42.002449,0.0 -87.663751,42.002452,0.0 -87.66354,42.00246,0.0 -87.663479,42.002462,0.0 -87.663464,42.002463,0.0 -87.663337,42.002476,0.0 -87.663299,42.00248,0.0 -87.663276,42.002484,0.0 -87.66324,42.002488,0.0 -87.663185,42.002494,0.0 -87.663144,42.0025,0.0 -87.663048,42.002512,0.0 -87.663021,42.002515,0.0 -87.662967,42.002522,0.0 -87.662918,42.002528,0.0 -87.662685,42.002538,0.0 -87.662531,42.002539,0.0 -87.66155,42.002551,0.0 -87.661224,42.002554,0.0 -87.660789,42.002559,0.0 -87.660827,42.003689,0.0 -87.660854,42.00454,0.0 -87.660857,42.004625,0.0 -87.660866,42.00481,0.0 -87.660894,42.005365,0.0 -87.660896,42.005394,0.0 -87.660926,42.005548,0.0 -87.660948,42.005665,0.0 -87.660985,42.005797,0.0 -87.661029,42.005955,0.0 -87.661125,42.00623,0.0 -87.661222,42.00653,0.0 -87.661301,42.006775,0.0 -87.661779,42.006769,0.0 -87.662033,42.006766,0.0 -87.662033,42.006656,0.0 -87.661875,42.006149,0.0 -87.662517,42.006143,0.0 -87.663025,42.00613,0.0 -87.663049,42.00675,0.0 -87.663216,42.006747,0.0 -87.663695,42.00674,0.0 -87.663956,42.006734,0.0 -87.664357,42.006727,0.0 -87.66474,42.006721,0.0 -87.665002,42.006718,0.0 -87.665142,42.006715,0.0 -87.665562,42.006706,0.0 -87.665703,42.006704,0.0 -87.665687,42.006453,0.0 -87.665666,42.00609,0.0 -87.665655,42.005862,0.0 -87.665612,42.005737,0.0 -87.6656,42.005709,0.0 -87.665505,42.005477,0.0 -87.66554,42.005476,0.0 -87.665545,42.005476,0.0 -87.665624,42.005473,0.0 -87.665645,42.005472,0.0 -87.665681,42.005472,0.0 -87.665693,42.005471,0.0 -87.665728,42.00547,0.0 -87.665741,42.00547,0.0 -87.665739,42.005381,0.0 -87.665735,42.005269,0.0 -87.665727,42.004987,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",105.02,2,2,2,2,3,299,33.27%,80.89%,33.94%,7.75%,47.76%,42.00%,40.93%
17031010503,105.03,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-87.662417,41.998177,0.0 -87.662094,41.998179,0.0 -87.661859,41.998182,0.0 -87.66181,41.998183,0.0 -87.661559,41.998185,0.0 -87.661198,41.99819,0.0 -87.660809,41.998194,0.0 -87.660559,41.998197,0.0 -87.660563,41.998285,0.0 -87.660564,41.998293,0.0 -87.6606,41.998548,0.0 -87.660613,41.998636,0.0 -87.66065,41.998891,0.0 -87.66066,41.998995,0.0 -87.660666,41.99905,0.0 -87.660703,42.000084,0.0 -87.660709,42.000234,0.0 -87.660718,42.000447,0.0 -87.660719,42.00048,0.0 -87.660723,42.000581,0.0 -87.660725,42.000615,0.0 -87.660726,42.000649,0.0 -87.660727,42.000672,0.0 -87.660729,42.000751,0.0 -87.660731,42.000786,0.0 -87.660734,42.000893,0.0 -87.660733,42.000936,0.0 -87.660732,42.000982,0.0 -87.660731,42.001074,0.0 -87.660745,42.001389,0.0 -87.660752,42.00154,0.0 -87.660757,42.001712,0.0 -87.660789,42.002559,0.0 -87.661224,42.002554,0.0 -87.66155,42.002551,0.0 -87.662531,42.002539,0.0 -87.662685,42.002538,0.0 -87.662918,42.002528,0.0 -87.662967,42.002522,0.0 -87.663021,42.002515,0.0 -87.663048,42.002512,0.0 -87.663144,42.0025,0.0 -87.663185,42.002494,0.0 -87.66324,42.002488,0.0 -87.663276,42.002484,0.0 -87.663299,42.00248,0.0 -87.663337,42.002476,0.0 -87.663464,42.002463,0.0 -87.663479,42.002462,0.0 -87.66354,42.00246,0.0 -87.663751,42.002452,0.0 -87.663961,42.002449,0.0 -87.664958,42.002437,0.0 -87.665227,42.002433,0.0 -87.66565,42.002429,0.0 -87.665646,42.002304,0.0 -87.665634,42.001932,0.0 -87.665631,42.001808,0.0 -87.665628,42.001721,0.0 -87.66562,42.00146,0.0 -87.665618,42.001374,0.0 -87.665612,42.001177,0.0 -87.665602,42.000838,0.0 -87.665594,42.000588,0.0 -87.665589,42.000392,0.0 -87.665586,42.000308,0.0 -87.665578,42.000057,0.0 -87.665576,41.999974,0.0 -87.665575,41.999937,0.0 -87.665563,41.999607,0.0 -87.665525,41.998534,0.0 -87.665524,41.998509,0.0 -87.66551,41.998143,0.0 -87.664855,41.998151,0.0 -87.664299,41.998156,0.0 -87.664214,41.998157,0.0 -87.663986,41.998159,0.0 -87.663622,41.998163,0.0 -87.663304,41.998166,0.0 -87.663077,41.998169,0.0 -87.663035,41.99817,0.0 -87.662799,41.998172,0.0 -87.662417,41.998177,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",105.03,3,3,3,3,3,100,46.59%,76.51%,89.05%,2.26%,51.56%,41.93%,51.32%
17031010600,106,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-87.665727,42.004987,0.0 -87.665735,42.005269,0.0 -87.665739,42.005381,0.0 -87.665741,42.00547,0.0 -87.665728,42.00547,0.0 -87.665693,42.005471,0.0 -87.665681,42.005472,0.0 -87.665645,42.005472,0.0 -87.665624,42.005473,0.0 -87.665545,42.005476,0.0 -87.66554,42.005476,0.0 -87.665505,42.005477,0.0 -87.6656,42.005709,0.0 -87.665612,42.005737,0.0 -87.665655,42.005862,0.0 -87.665666,42.00609,0.0 -87.665687,42.006453,0.0 -87.665703,42.006704,0.0 -87.66571,42.006947,0.0 -87.665734,42.007679,0.0 -87.665743,42.007923,0.0 -87.665751,42.008165,0.0 -87.665776,42.008893,0.0 -87.665785,42.009136,0.0 -87.665793,42.009379,0.0 -87.665806,42.009739,0.0 -87.665816,42.010109,0.0 -87.665824,42.010353,0.0 -87.665832,42.010596,0.0 -87.665846,42.01096,0.0 -87.66586,42.011327,0.0 -87.665866,42.01146,0.0 -87.665876,42.011571,0.0 -87.665886,42.011699,0.0 -87.66589,42.011815,0.0 -87.665905,42.01218,0.0 -87.66592,42.01255,0.0 -87.66593,42.012795,0.0 -87.666004,42.012793,0.0 -87.666145,42.012791,0.0 -87.666225,42.012789,0.0 -87.666228,42.012789,0.0 -87.6663,42.012788,0.0 -87.666377,42.012787,0.0 -87.666646,42.012782,0.0 -87.667686,42.012765,0.0 -87.668033,42.01276,0.0 -87.668467,42.012752,0.0 -87.669769,42.012729,0.0 -87.670204,42.012722,0.0 -87.670195,42.012477,0.0 -87.670183,42.012104,0.0 -87.670172,42.011742,0.0 -87.670165,42.011498,0.0 -87.670156,42.011254,0.0 -87.670143,42.010886,0.0 -87.670131,42.010525,0.0 -87.670123,42.010282,0.0 -87.670114,42.010037,0.0 -87.670087,42.009302,0.0 -87.670079,42.009057,0.0 -87.670071,42.008815,0.0 -87.670048,42.008089,0.0 -87.670041,42.007847,0.0 -87.67003,42.007602,0.0 -87.670025,42.007469,0.0 -87.670005,42.00687,0.0 -87.669997,42.006626,0.0 -87.669988,42.006379,0.0 -87.669976,42.00601,0.0 -87.669962,42.005639,0.0 -87.669954,42.005393,0.0 -87.670083,42.00539,0.0 -87.670469,42.005384,0.0 -87.670599,42.005382,0.0 -87.670593,42.005192,0.0 -87.670586,42.00491,0.0 -87.67058,42.004708,0.0 -87.670577,42.004625,0.0 -87.670572,42.004437,0.0 -87.670567,42.004261,0.0 -87.670553,42.003732,0.0 -87.670549,42.003557,0.0 -87.670307,42.00356,0.0 -87.66994,42.003567,0.0 -87.669581,42.003572,0.0 -87.66934,42.003576,0.0 -87.669095,42.003579,0.0 -87.668361,42.003591,0.0 -87.668117,42.003595,0.0 -87.668106,42.00323,0.0 -87.668075,42.002135,0.0 -87.668065,42.001771,0.0 -87.668055,42.001405,0.0 -87.668025,42.00031,0.0 -87.668016,41.999945,0.0 -87.66801,41.999758,0.0 -87.667994,41.999199,0.0 -87.667989,41.999013,0.0 -87.667984,41.998833,0.0 -87.667978,41.998568,0.0 -87.667971,41.998296,0.0 -87.667968,41.998117,0.0 -87.667838,41.998119,0.0 -87.667621,41.99812,0.0 -87.66697,41.998127,0.0 -87.666754,41.99813,0.0 -87.666505,41.998132,0.0 -87.666152,41.998136,0.0 -87.666021,41.998137,0.0 -87.665758,41.99814,0.0 -87.66551,41.998143,0.0 -87.665524,41.998509,0.0 -87.665525,41.998534,0.0 -87.665563,41.999607,0.0 -87.665575,41.999937,0.0 -87.665576,41.999974,0.0 -87.665578,42.000057,0.0 -87.665586,42.000308,0.0 -87.665589,42.000392,0.0 -87.665594,42.000588,0.0 -87.665602,42.000838,0.0 -87.665612,42.001177,0.0 -87.665618,42.001374,0.0 -87.66562,42.00146,0.0 -87.665628,42.001721,0.0 -87.665631,42.001808,0.0 -87.665634,42.001932,0.0 -87.665646,42.002304,0.0 -87.66565,42.002429,0.0 -87.665656,42.002639,0.0 -87.665676,42.003269,0.0 -87.665683,42.00348,0.0 -87.665687,42.003632,0.0 -87.665691,42.003799,0.0 -87.665706,42.0043,0.0 -87.665711,42.004467,0.0 -87.665716,42.004667,0.0 -87.665717,42.00468,0.0 -87.665727,42.004987,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",106,3,3,3,3,3,719,68.80%,84.47%,39.89%,27.90%,50.98%,46.21%,53.04%
